Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
SD11_6	teiw1235	Is there a traditional sacrifice place?	1	Yes	dor 'altar', mount of stones. The blood of a chicken or goat must go on top of it. An animal sacrify used to be given to ask for rain (after planting) so that the crop will be good. Nowadays we don't do this anymore (not allowed in christianity). 	nan	1:Yes	
SD11_7	teiw1235	Are there rituals around birth?	1	Yes	See the answer to question 9.	nan	0:No;1:Yes	
SD11_8	teiw1235	Are there rituals around death?	1	Yes	The women lament using a traditional song. Nowadays the body is burried after one or two days but in the past it was kept for 6, or 12 or 17 days. People would eat in the vicinity even if the body was rotting. Nowadays they would not come anymore to eat next to a decaying body. The body was put on a bamboo platform. The head or hips of a dead man had to be supported by a gong or a large xxxx plate (Clip 10, 10:10 what kind of plate?). Relatives bring pigs, goats, and many kain, which are all buried. A burial feast will be held for 40 days. No food is put in the grave (the Kroku in Bukalabang do this).	nan	1:Yes	
SD11_9	teiw1235	Are there seasonal rituals apart from planting and harvesting, for example is there a ritual to ask for rain? Or other rituals?	1	Yes	See answer to 11.6.	nan	1:Yes	
SD12_0	teiw1235	Do women traditionally weave?	0	No		nan	0:No;1:Yes	
SD12_1	teiw1235	Is there traditional pottery?	0	No		nan	0:No;1:Yes	
SD12_2	teiw1235	Are there moko?	1	Yes		nan	0:No;1:Yes	
SD12_3	teiw1235	Is it allowed to exchange the moko?	0	No	Moko are used in bride price, they are the property of the clan, we cannot sell them. If we do, we are stealing from the clan.	nan	0:No;1:Yes	
SD12_4	teiw1235	Are there people who make new moko?	0	No		nan	0:No	
SD12_5	teiw1235	Are there traditional music instruments?	1	Yes	mouth harp, thin bamboo (long, short), flute, bells on ankles (women: yaau) and arond calves (men gilan), gongs, long drum (2-3 meter), short drum.	nan	0:No;1:Yes	
SD12_6	teiw1235	Are there particular traditional music styles?	1	Yes	lego-lego dances and songs, planting songs, harvest songs.	nan	0:No;1:Yes;10:yes > no	
SD13_0	teiw1235	Do people use body paint or tattoo?	0	No		nan	0:No;1:Yes	
SD13_1	teiw1235	Were teeth traditionally filed? (i.e. made shorter with a file)	1	Yes	In the past this was a sign that a girl / boy could marry.	nan	0:No;1:Yes	
SD13_2	teiw1235	Are there typical traditional haircuts?	1	Yes	In the past the men wore their hair on top of their head in a kind of long vertical bun, called piid. Women wore their hair as they do now.	nan	0:No;1:Yes	
SD13_3	teiw1235	Traditional piercings?	1	Yes	Only in the ears, also for men (in the past), wearing earrings for a man meant that he was a honoured person. 	nan	0:No;1:Yes	
SD13_4	teiw1235	Are feathers or beads used as adornments?	1	Yes	Feathers are used in lego-lego (men), women wear necklaces (bof). 	nan	0:No;1:Yes	
SD13_5	teiw1235	Is there traditional jewelry?	1	Yes	Necklaces, see previous question. Head band from beads, in the past from daun kolin ?? clip 11, 2:50	nan	0:No;1:Yes	
SD13_6	teiw1235	Is there special adornment used in rituals or ceremonies?	1	Yes	Lego lego, see above	nan	1:Yes;10:yes > no	
SD14_0	teiw1235	Is spatial organization divided into primary and secondary type?	1	Yes	East: war dan 'sun rises', war ba'an  'sun falls', no words for North and South: the N-S dimension is taqas (ta = sea), uyan ma gi 'go to the mountains' = South, bof ma gi 'go to the coast' = North. 	nan	0:No;2:Primary;1:Yes	
SD14_1	teiw1235	Are there conceptual connections between spatial directions such as E+S / W + N with male/female, or with day/night, or with right/left?	1	Yes	war=sun, wur=moon; war get ga'an masar, wur ga'an eqar. ta' eqar: sea male (North, Madar), ta' masar sea femal (South, Tamalabang)  	nan	0:No;1:Yes	
SD1_0	teiw1235	Do adults in this village typically speak more than one local language?	1	Yes	Tamalabang is on the coast and people tend to also speak Kaera (Dorit) which is spoken nextdoor. Sometimes also Sar. In Lebang in the mountains people tend to speak just Teiwa.	nan	0:No;1:Yes	
SD1_1	teiw1235	Do children typically speak more than one local language?	0	No	Children speak Indonesian and Teiwa, but in many homes the children just speak Indonesian.	nan	0:No;1:Yes	
SD1_2	teiw1235	Is it common in this village that husband and wife have different languages?	1	Yes	There are mixed marriages here, but as the community is Teiwa, the newcomer must learn Teiwa. But some people don't, they speak Indonesian.	nan	0:No;1:Yes	
SD1_3	teiw1235	Does a wife learn to speak the language of her husband?	1	Yes	Because the wife moves in with the Teiwa clan of her husband	nan	1:Yes	
SD1_4	teiw1235	Does a husband learn to speak the language of his wife?	0	No	It happens that a husband from outside moves into the Teiwa community and he will learn some Teiwa but he doesn't have to.	nan	0:No;1:Yes	
SD1_5	teiw1235	Do they communicate with a third language?	2	yes / no	They will use Indonesian but if the wife learns Teiwa they will talk Teiwa.	nan	0:No;1:Yes;2:yes / no	
SD2_0	teiw1235	Do people traditionally hunt?	1	Yes	They hunt with bow and arrow, parang, using dogs. They hunt pigs and deer, we stand in their way and shoot them. Iu raaq = to hunt, os ma tas 'to stand in the way of game/prey'.Wutan qafalat = bow & arrow. Peed = parang. Today only 10% of the people go hunting, as there are very few pigs left in the forest. 	nan	1:Yes	
SD2_1	teiw1235	Do people traditionally fish in the sea?	1	Yes	Teiwa people come from the mountains, we don't usually go fishing. In the past, we exchanged tuak, fire wood, pisang, ubi kayu for fish at the beach.	nan	0:No;1:Yes	
SD2_2	teiw1235	Do people traditionally have animal husbandry?	1	Yes	pigs, goat, chicken. In the past there were also sheep, till the 1950's. 100% of the people.	nan	1:Yes	
SD2_3	teiw1235	Do people traditionally have agriculture?	1	Yes	In the mountains: corn, rice, beans, ubi, ubi kayu, keladi, potatoes; at the beach: only ubi kayu.	nan	1:Yes	
SD2_4	teiw1235	Intensity of cultivation?	4	2 / 3	banana, coconut, mango, lokondari (?), kemiri, ai nonak, enau palm,	nan	2:2;4:2 / 3;7:2 / 3 / 4;5:2 > 3 /4;3:3;6:3 / 4	
SD2_5	teiw1235	Major crops?	10	1 / 2	corn, dry rice	nan	1:1;10:1 / 2;11:1 / 2 / 3;13:1 / 2 / 3 / 4;14:1 / 2 / 4;15:1 / 3;12:1 / 4;16:1 /2 /4;2:2	
SD3_0	teiw1235	Are there clans?	1	Yes	The following clans are mentioned: Teiwa-Salanggalu (king's clan), Luaq, Quandul, Deigalu, Qaqalau, Lau Wan, Lau Uaad, Di'an Lau, Kaleman goqar, Motasu'an, Keilapi, Lambaar, Baraqala. These clans all speak Teiwa, but they have different ancestors (see answer to question 11.1). 	nan	1:Yes	
SD3_1	teiw1235	Are there moieties?	1	Yes	A moiety is described a large family. There are many moieties in the clans mentioned above, too many to list.	nan	0:No;1:Yes	
SD3_2	teiw1235	Is there a concept of 'house' (uma/rumah) that equals a descent group?	1	Yes	Teiwa-Salanggalu is referred to as the yab metuu 'rumah sulung', 'eldest house'	nan	0:No;1:Yes	
SD3_3	teiw1235	Are clans matrilineal	0	No		nan	2:???;0:No;1:Yes	
SD3_4	teiw1235	Are clans, subclans or lineages ranked	1	Yes	Teiwa-Salanggalu is the suku rai, 'king'	nan	0:No;1:Yes	
SD3_5	teiw1235	Does every clan speak their own language?	0	No		nan	0:No	
SD4_0	teiw1235	Is real property (land) inherited?	1	Yes	The eldest son inherits everything but it is not really  his property but the moiety/family's; he has to take care of it and can give it to people to use.	nan	1:Yes	
SD4_1	teiw1235	Did one person (lord / clan) originally own all the land?	0	No	The land is owned by the larger family. It is divided among the sons of a family but these people do not own it. There is no personal property of land.	nan	0:No;1:Yes	
SD4_1	teiw1235	Did one person (lord / clan) originally own all the land?	1	Yes	The eldest son. But moko and gong remain the property of the moiety/family.	nan	0:No;1:Yes	
SD4_2	teiw1235	Are there inheritance rules?	1	Yes		nan	1:Yes	
SD4_3	teiw1235	Is land inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_4	teiw1235	Is land inheritance patrilineal (sons)?	1	Yes		nan	0:No;1:Yes	
SD4_5	teiw1235	Is moveable property inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_6	teiw1235	Is moveable property inheritance patrilineal?	1	Yes		nan	0:No;1:Yes	
SD4_7	teiw1235	Do all children inherit, sons and daughters alike?	0	No	Only eldest son.	nan	0:No;1:Yes	
SD4_8	teiw1235	Do all children inherit, with daughters receiving less?	0	No		nan	0:No;1:Yes	
SD4_9	teiw1235	Can newcomers aquire land or gardens?	0	No	Land or gardens are  never sold/bought. Land  is divided and we can all use it to grow food to eat. Newcomers can also use land and make a garden. If someone from elsewhere marries to someone here and comes to live with us, he is considered a child of us and can use our land.	nan	0:No;1:Yes	
SD5_0	teiw1235	At what age should young people get married?	1	Yes	In the past, boys had to learn how to hunt, have a garden, and so on, so they would marry at the age of 25-30. Girls would marry in their twenties.	nan	13:17-30+ men / 13-25 women;10:20+ men / 20+ women;16:20-25 men / 17-18 women;18:20-30 men / 16-28 women;14:20-30 men /16-28 women;11:25-30 men / 18-30 women;17:27-28 men / 27-28 women;20:30 men / 20 women > 17-19 men / 15 women;12:30 men / 25 women;19:30+ men / 20+ women > 25 men / 20+ women ;15:30+ men / 30+ women > 17-20+ men / 16-20+ women;1:Yes	
SD5_1	teiw1235	Are there marriage rules – specify in notes field	1	Yes	There are rules as to which clan can marry which clan: Teiwa Salanggalu cannot maary Deigalu, Motasu'an, Keilapi, or Baraqala. The first three clans are servant clans. Ego cannot marry child of FB ('bapa') or MS ('mama'). [Hadar dewar nat; kasih balik tangga]. The ideal match is between ego and child of FS (tanta) or MB ('om') child.	nan	1:Yes;2:Yes > no	
SD5_10	teiw1235	Is there gift exchange between bride's and groom's sides?	1	Yes		nan	0:No;1:Yes	
SD5_11	teiw1235	Is there bride service?	0	No	When brideprice has not yet been paid, a couple can still marry. But the bride's family will remember the debt. If she has a brother that will get married a few years later, they will come to the groom to help pay the brideprice of his brother in law. 	nan	0:No;1:Yes	
SD5_12	teiw1235	Transfer of residence at marriage?	1	1	In the past, the couple would move into the house of the husband's father. There would be rooms for various households in one big house,  with each their own cooking place (qaras 'tungku').	nan	1:1;4:1 / 3;2:2;3:3	
SD5_13	teiw1235	Marital residence with kin?	6	3 / 5	They can live on their own if they want to.	nan	1:1;7:1 / 3;3:3;6:3 / 5;5:5	
SD5_14	teiw1235	Are traditional marriages obligatorily exogamous?	1	Yes		nan	0:No;1:Yes	
SD5_15	teiw1235	If mother dies, who raises the children?	10	Father and/or his family		nan	12:Father and his family.;10:Father and/or his family;11:Mother and/or her family	
SD5_2	teiw1235	Does a man typically marry a woman of his mother's subclan?	0	No	The best fit is his FS daughter.	nan	0:No;1:Yes	
SD5_3	teiw1235	Does a woman typicaly marry a man of her father’s subclan?	0	No	The best fit is her MB son.  	nan	0:No	
SD5_5	teiw1235	Are there locality-based restrictions on marriage	0	No		nan	0:No;1:Yes	
SD5_6	teiw1235	Was polygamy permitted	1	Yes	Multiple wives are called tapas: tapas matuu 'first (kakak) wife', tapas iik 'second (adik) wife', tapas yesraq 'seventh wife'. There used to be a king with 7 wives. A single wife is called emaq. 	nan	0:No;1:Yes;2:yes > no	
SD5_7	teiw1235	Was polyandry permitted?	0	No		nan	0:No	
SD5_8	teiw1235	Is bridewealth paid by the groom's side to the bride's side	1	Yes	Eqar go'oi pin 'pay bridewealth (eqar go'oi)'. Moko, gong, rice, pig, goat.	nan	1:Yes	
SD5_9	teiw1235	Is dowry paid by the bride's side to the groom's side	1	Yes	dowry: panian ga'it taraxa [3;00 clip 4]. Clothes and stuff for the kitchen.	nan	1:Yes	
SD6_0	teiw1235	Are villages the typical settlement pattern?	1	Yes	In the past, more than 100 years ago, an extended family (3-4 families) would live in the forest and move every time looking for new land. But now everyone stays in the village. 	nan	0:No;1:Yes;2:no > yes	
SD6_1	teiw1235	Are dispersed solitary family homesteads the typical settlement pattern?	0	No		nan	0:No;1:Yes;2:yes > no	
SD6_2	teiw1235	Are settlements permanent?	1	Yes		nan	1:Yes	
SD6_3	teiw1235	Are villages/hamlets centered on a group of related women	0	No		nan	0:No;1:Yes	
SD6_4	teiw1235	Mean size of local communities?	6	6	Thousand or more in Tamalabang (Lebang not included)	nan	2:2;10:4 /5;5:5;6:6	
SD6_5	teiw1235	Are villages/hamlets centered on a group of related men?	0	No	The village is of the clans mentioned, it is not necessarily so that the houses are centered on a group of related men, it can be mixed.	nan	0:No;1:Yes	
SD6_6	teiw1235	Are villages/hamlets (traditionally) located on hill tops?	1	Yes		nan	0:No;1:Yes	
SD6_7	teiw1235	Are villages/hamlets (tradtionally) located on the shore?	0	No	Only since the 1960s do the Teiwa live on the shore here. Beginning of clip 5 a story about how the Teiwa found a place to live in the mountains. And a story about how the name Teiwa 'leaf of tree' was given to a baby that was born on leafs.	nan	0:No;1:Yes	
SD6_8	teiw1235	Do villages have places or spaces for gatherings?	11	1 / 2 / 3	place for lego-lego, building adat meetings (rumah sulung); mount of stones functioning as altar	nan	1:1;13:1 / 2;11:1 / 2 / 3;12:1 /3;2:2;10:They do	
SD7_0	teiw1235	Shape of (traditional) houses?	1	1		nan	1:1;2:1 / 2	
SD7_1	teiw1235	Floor level of traditional houses?	3	3	About 1 meter high.	nan	1:1;4:1 / 2;2:2;3:3	
SD7_2	teiw1235	Shape of roof of traditional houses?	2	2		nan	3:1 / 4;2:2;4:4	
SD7_3	teiw1235	Is there an attic or loft in a traditional house?	1	Yes	store food, and moko (in the rumah sulung).	nan	0:No;1:Yes	
SD8_0	teiw1235	Do leaders come from particular lineages?	1	Yes	Each clan has its leader. Patrilineal. 	nan	0:No;1:Yes	
SD8_1	teiw1235	Are leaders non-hereditary?	2	2	They must 'be able to talk' and 'have many moko'.	nan	1:1;2:2;0:No;3:yes > no / 1	
SD8_10	teiw1235	Are there groups with whom traditional relations are forbidden?	0	No		nan	0:No;1:Yes	
SD8_11	teiw1235	Are there groups with whom there has been war?	1	Yes	Yes, Lau Wan had war with a brother clan (no-one knows anymore which clan this was because it is forbidden to talk about it as it was a war between brothers). Lau Wan asked help from the Teiwa clan. Lau Wan lost the fight but because the Teiwa got the victory they were given the power that Lau Wan first had. The heads of the enemy in that war are put at a place near Lebang that is called Pra war get and they are there till now. 	nan	0:No;1:Yes	
SD8_12	teiw1235	Is there an opposition between people of the interior and people of the shore?	1	Yes	The Teiwa are originally mountain people, not people of the shore. 	nan	0:No;1:Yes	
SD8_3	teiw1235	Are there female community/clan leaders	0	No		nan	0:No	
SD8_4	teiw1235	Are there men’s houses	0	No		nan	0:No;1:Yes;10:yes > no	
SD8_5	teiw1235	Are there (traditional)   rulers/kings?	1	Yes	There is a ruler clan, and within that clan a ruler. This is hereditary, from father to son.	nan	0:No;1:Yes	
SD8_6	teiw1235	Are there slaves?	1	Yes	The notion slave is not correct, because they also have rights. They are more like servants. S there are servant clans, whose task is e.g. to get tuak (from the enau palm), or cook during the traditional talks. Examples include Kei Lapi, Mota su'an, and Deigalu clan. They are not allowed to take part in the  discussion, and if they want to marry, the Teiwa-Salanggalu ruler clan organizes this. They are not allowed to take part in traditional discussions about bride price etc. but must e.g. organize the food, or go invite guests. 	nan	0:No;1:Yes	
SD8_7	teiw1235	Is there a concept for both ruler and foreigner, stranger king?	0	No		nan	0:No	
SD8_8	teiw1235	Are there traditional relations/alliances with one or more neighbouring groups?	1	Yes	These connections mostly relate to marriage. There are also barter relations with W Pantar or Blagar or Baranusa (to get cloth).	nan	0:No;1:Yes	
SD8_9	teiw1235	Is there a special name for this alliance?	1	Yes	Qawal 'friend'.	nan	0:No;1:Yes;2:talipasa	
SD9_0	teiw1235	Is namesake ritually marked, or with features reminiscent of particular kinship relations?	1	Yes	Mother and baby stay in the house for 40 days and are not allowed to come  out. After 40 days the family makes a path of white ash where the mother walks on, to the place where the baby is washed. After washing the baby, there is a big party with the family. Then the baby is given a name; all the names of ancestors are called out, and when the baby stops crying with a particular name, that is the name he will get. Only names of ancestors that have already died are used. This is a different name as the name given at baptism, which is from the bible, although today people start giving traditional names when babies are baptized.	nan	10:Given Abui name upon birth given by  parents;0:No;1:Yes	
SD9_1	teiw1235	Do descent groups own sets of personal names?	0	No	The name of a clan or moietie is the second name, not the personal name. But since personal names relate to ancestors, they tend to occur in certain families.	nan	0:No;1:Yes;2:yes / no	
SD9_2	teiw1235	Are names taken from the father's group?	1	Yes		nan	2:Father's group;0:No;1:Yes	
SD9_3	teiw1235	Are names taken from the mother's group?	1	Yes		nan	0:No;1:Yes	
SD9_4	teiw1235	Are there name taboos?	0	No		nan	0:No;1:Yes	
SD9_5	teiw1235	Are there particular relations not to be addressed, or mentioned, by name	1	Yes	Older people are not to be addressed by personal name. For a man, the family name must be preceded by Kri, for a woman by Quaf. 	nan	0:No;1:Yes	
SD9_6	teiw1235	did your language (or a group of people defined by speaking the language) traditionally have a name, other than a locality name	1	Yes	Sometimes the language is also referred to as Lebang tarau,  or Madar tarau, i.e. referring to the place where it is spoken. 	nan	0:No;1:Yes	
SD9_7	teiw1235	Is there a special word to refer to a foreigner?	0	No	We refer to them by the place name + wal or oqar. White people are referred to as uy miaq 'white people',  or Walan'da 'Holland'.	nan	0:No;1:Yes	
