Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
SD13_3	levu1239	Traditional piercings?	0	No		15	0:No;1:Yes	
SD13_4	levu1239	Are feathers or beads used as adornments?	0	No		15	0:No;1:Yes	
SD13_5	levu1239	Is there traditional jewelry?	0	No		nan	0:No;1:Yes	
SD13_6	levu1239	Is there special adornment used in rituals or ceremonies?	0	nan		nan	1:Yes;10:yes > no	
SD13_6	levu1239	Is there special adornment used in rituals or ceremonies?	?	Not known		nan	1:Yes;10:yes > no	
SD14_0	levu1239	Is spatial organization divided into primary and secondary type?	0	No	There are terms for landswards/seawards (jae/lau) but the other two directions have the same word, both are wêli.	HF field data	0:No;2:Primary;1:Yes	
SD14_1	levu1239	Are there conceptual connections between spatial directions such as E+S / W + N with male/female, or with day/night, or with right/left?	0	No		HF field data	0:No;1:Yes	
SD1_0	levu1239	Do adults in this village typically speak more than one local language?	0	No		15.0	0:No;1:Yes	
SD1_1	levu1239	Do children typically speak more than one local language?	0	No		15.0	0:No;1:Yes	
SD1_2	levu1239	Is it common in this village that husband and wife have different languages?	1	Yes		15.0	0:No;1:Yes	
SD1_3	levu1239	Does a wife learn to speak the language of her husband?	1	Yes	Usually the woman is from another place and lives with her husband in Lewaji, then she will learn the local language of Lewaji to communicate and understand the other people in the village.	15.0	1:Yes	
SD1_4	levu1239	Does a husband learn to speak the language of his wife?	1	Yes	But it does not happen that often that a Lewaji woman lives with her husband from another place in Lewaji.	15.0	0:No;1:Yes	
SD1_5	levu1239	Do they communicate with a third language?	1	Yes	They also use Indonesian between each other when they have a different language background. 	15.0	0:No;1:Yes;2:yes / no	
SD2_0	levu1239	Do people traditionally hunt?	1	Yes	But is is getting less and less. The traditional hunting methods are: bow and arrow, traps, sligshot. 	15.0	1:Yes	
SD2_1	levu1239	Do people traditionally fish in the sea?	0	No	This is a mountain area.	15.0	0:No;1:Yes	
SD2_2	levu1239	Do people traditionally have animal husbandry?	1	Yes	"pigs, goats, chicken, dogs
Chicken and dogs are kept close to the house. Pigs and goats usually at a place on the village edge or in the gardens outside the village."	15.0	1:Yes	
SD2_3	levu1239	Do people traditionally have agriculture?	1	Yes	Some garden fields are very close to village, some are a bit further but all are located in a distance which is reachable in a time that makes it possible to go there in the morning and to retunr home in the afternoon. Almost all people still have garden fields from which they live. Only people with a salary don't, these are mainly teachers. In the village, there are no other jobs which people can live of.	15.0	1:Yes	
SD2_4	levu1239	Intensity of cultivation?	4	2 / 3		15.0	2:2;4:2 / 3;7:2 / 3 / 4;5:2 > 3 /4;3:3;6:3 / 4	
SD2_5	levu1239	Major crops?	2	2	"It is difficult to say which is the major crop. Everything has it's season. So there is no crop or other harvest which is all year long.
For subsistence, there is dry rice, corn, roots and tubers, vegetables and fruits (mango, pineapple, bananas, ...). To sell, they harvest coffee, cacao, cashew, coconuts, kemiri."	15.0	1:1;10:1 / 2;11:1 / 2 / 3;13:1 / 2 / 3 / 4;14:1 / 2 / 4;15:1 / 3;12:1 / 4;16:1 /2 /4;2:2	
SD3_0	levu1239	Are there clans?	1	Yes	"The biggest clan: Wawin (people that from Watuwawer, eastern part of Atadei District)
Only native clan: Pêwut (means 'bee')
Other clans: Lamadua, Bakeor, Tukan"	"015
014 (L2)"	1:Yes	
SD3_1	levu1239	Are there moieties?	1	Yes	There are subclans according to descent groups of different ancestors. Ex: Wawin Mior, Wawin Tapaleng, Wawin Bliaor, Wawin Demaor, Wawin Peaor. I am not sure if also the smaller clans have it. I am not sure of these subclans still have importance for ritual or social purpose.	15	0:No;1:Yes	
SD3_2	levu1239	Is there a concept of 'house' (uma/rumah) that equals a descent group?	0	No	Many subclans have the word or 'liver; inside' as the second part of their name. It is possible that in former times this also meant 'house'. But I don't know.	15	0:No;1:Yes	
SD3_3	levu1239	Are clans matrilineal	0	No		15	2:???;0:No;1:Yes	
SD3_4	levu1239	Are clans, subclans or lineages ranked	0	No	My informant was not sure. The only thing I can say for sure that there is only one clan which is said to be native, this is Pêwut. The other clans are newcomers to the village. But I don't know if this has any implications.	15	0:No;1:Yes	
SD3_5	levu1239	Does every clan speak their own language?	0	No		15	0:No	
SD4_0	levu1239	Is real property (land) inherited?	1	Yes		15	1:Yes	
SD4_1	levu1239	Did one person (lord / clan) originally own all the land?	0	No		15	0:No;1:Yes	
SD4_1	levu1239	Did one person (lord / clan) originally own all the land?	0	No	"My informant said that those who worked hard could get more land. But I think I heard of a ""tuan tana"" (owner of the land) but maybe this is only simbolic. I am not sure."	15	0:No;1:Yes	
SD4_2	levu1239	Are there inheritance rules?	1	Yes	All male children get the same proportion. (Female children don't get anything because they are supposed to be married into another family.)	15	1:Yes	
SD4_3	levu1239	Is land inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		15	0:No;1:Yes	
SD4_4	levu1239	Is land inheritance patrilineal (sons)?	1	Yes		15	0:No;1:Yes	
SD4_5	levu1239	Is moveable property inheritance matrilineal (sister's sons; sister's younger brother)?	?	Not known		nan	0:No;1:Yes	
SD4_6	levu1239	Is moveable property inheritance patrilineal?	?	Not known		nan	0:No;1:Yes	
SD4_7	levu1239	Do all children inherit, sons and daughters alike?	0	No		15	0:No;1:Yes	
SD4_8	levu1239	Do all children inherit, with daughters receiving less?	0	No	Daughters get nothing. (see 4.2)	15	0:No;1:Yes	
SD4_9	levu1239	Can newcomers aquire land or gardens?	1	Yes	They can buy land. 	15	0:No;1:Yes	
SD5_0	levu1239	At what age should young people get married?	17	27-28 men / 27-28 women	"This is because they need to be able financially (or in former times: have gardens, women: weaving, men: hunting) to have a family.
However today, my informant said, many people marry too young because the woman gets pregnant."	15	13:17-30+ men / 13-25 women;10:20+ men / 20+ women;16:20-25 men / 17-18 women;18:20-30 men / 16-28 women;14:20-30 men /16-28 women;11:25-30 men / 18-30 women;17:27-28 men / 27-28 women;20:30 men / 20 women > 17-19 men / 15 women;12:30 men / 25 women;19:30+ men / 20+ women > 25 men / 20+ women ;15:30+ men / 30+ women > 17-20+ men / 16-20+ women;1:Yes	
SD5_1	levu1239	Are there marriage rules – specify in notes field	1	Yes	"People have to marry outside their own clan. The clans are put into 3 groups with similar number of people and these groups are arranged in triagle. That means that no direct exchange of women between two clans in possible. For example Wawin men take Tukan women but Tukan men cannot take Wawin women.
Lewaji marriage system:
Wawin men take Tukan women - 
Tukan men take Bakeor/Pêwut/Lamadua women -
Bakeor/Pêwut/Lamadua men take Wawin women"	15	1:Yes;2:Yes > no	
SD5_10	levu1239	Is there gift exchange between bride's and groom's sides?	0	No	not very clear how this differs from 5.8 and 5.9	15	0:No;1:Yes	
SD5_11	levu1239	Is there bride service?	0	No		15	0:No;1:Yes	
SD5_12	levu1239	Transfer of residence at marriage?	1	1	"The wife moves to the husband's clan but they will build their own house there.
But in case the bride price is not payed yet, it is possible that the man moves to the women's parents and they live together with the women's parents. Some couples also have children when still living with the women's family. "	15	1:1;4:1 / 3;2:2;3:3	
SD5_13	levu1239	Marital residence with kin?	5	5	see also 5.12	15	1:1;7:1 / 3;3:3;6:3 / 5;5:5	
SD5_14	levu1239	Are traditional marriages obligatorily exogamous?	1	Yes	see also 5.1	15	0:No;1:Yes	
SD5_15	levu1239	If mother dies, who raises the children?	10	Father and/or his family		15	12:Father and his family.;10:Father and/or his family;11:Mother and/or her family	
SD5_2	levu1239	Does a man typically marry a woman of his mother's subclan?	1	Yes	A man can marry the descendants of his mother's brother (the mother's brother is addressed om (IND) or opo (local langauge). However, only after three generations. It is thus not possible to marry a first grade cousin (It may be that this is a new rule which came with the church and government.). This confirms the rule above in 5.1 because for example a Wawin man has a father from Wawin but his mother will be from the Tukan clan. 	15	0:No;1:Yes	
SD5_3	levu1239	Does a woman typicaly marry a man of her father’s subclan?	0	No		15	0:No	
SD5_5	levu1239	Are there locality-based restrictions on marriage	0	No		15	0:No;1:Yes	
SD5_6	levu1239	Was polygamy permitted	0	No		15	0:No;1:Yes;2:yes > no	
SD5_7	levu1239	Was polyandry permitted?	0	No		15	0:No	
SD5_8	levu1239	Is bridewealth paid by the groom's side to the bride's side	1	Yes	balar 'ivory'	15	1:Yes	
SD5_9	levu1239	Is dowry paid by the bride's side to the groom's side	1	Yes	traditional sarong, jewlery	15	1:Yes	
SD6_0	levu1239	Are villages the typical settlement pattern?	1	Yes		15	0:No;1:Yes;2:no > yes	
SD6_1	levu1239	Are dispersed solitary family homesteads the typical settlement pattern?	0	No		15	0:No;1:Yes;2:yes > no	
SD6_2	levu1239	Are settlements permanent?	1	Yes		15	1:Yes	
SD6_3	levu1239	Are villages/hamlets centered on a group of related women	0	No		15	0:No;1:Yes	
SD6_4	levu1239	Mean size of local communities?	5	5	458 residents	13	2:2;10:4 /5;5:5;6:6	
SD6_5	levu1239	Are villages/hamlets centered on a group of related men?	0	No	Nowadays settling is rather free but in the past there have been settlements according to clan affiliation.	15	0:No;1:Yes	
SD6_6	levu1239	Are villages/hamlets (traditionally) located on hill tops?	1	Yes		15	0:No;1:Yes	
SD6_7	levu1239	Are villages/hamlets (tradtionally) located on the shore?	0	No		15	0:No;1:Yes	
SD6_8	levu1239	Do villages have places or spaces for gatherings?	2	2	"Today there is a church which can be used but also private houses are used for meetings.
Lewaji is a quiet recent settlement (since 1968). Before that they lived at a place close by (the old village, kampung lama) but that place bacame to small. Maybe in that village there was still a ritual gorund?"	15	1:1;13:1 / 2;11:1 / 2 / 3;12:1 /3;2:2;10:They do	
SD7_0	levu1239	Shape of (traditional) houses?	1	1		15	1:1;2:1 / 2	
SD7_1	levu1239	Floor level of traditional houses?	1	1		15	1:1;4:1 / 2;2:2;3:3	
SD7_2	levu1239	Shape of roof of traditional houses?	4	4		15	3:1 / 4;2:2;4:4	
SD7_3	levu1239	Is there an attic or loft in a traditional house?	0	No		15	0:No;1:Yes	
SD8_0	levu1239	Do leaders come from particular lineages?	0	No	Any male clan member can become clan head. He is elected by (male?) clan members.	15	0:No;1:Yes	
SD8_1	levu1239	Are leaders non-hereditary?	1	1		15	1:1;2:2;0:No;3:yes > no / 1	
SD8_10	levu1239	Are there groups with whom traditional relations are forbidden?	?	Not known		nan	0:No;1:Yes	
SD8_11	levu1239	Are there groups with whom there has been war?	1	Yes	"Enemy villages: Lêwukedukak and Lewewe
There was also war with Lebala (a kingdom during Dutch colonial times). This war was ended by a merriage of a Lewaji woman (Pêwut clan) with a Lebala man. "	14	0:No;1:Yes	
SD8_12	levu1239	Is there an opposition between people of the interior and people of the shore?	1	Yes	Traditional ceromies are different. People of Lewaji are Ata Kiwan 'mountain people'. People of the cost are called Ata Watan 'beach people'.	14	0:No;1:Yes	
SD8_3	levu1239	Are there female community/clan leaders	0	No		15	0:No	
SD8_4	levu1239	Are there men’s houses	1	Yes	But only for the Wawin clan.	15	0:No;1:Yes;10:yes > no	
SD8_5	levu1239	Are there (traditional)   rulers/kings?	0	No		15	0:No;1:Yes	
SD8_6	levu1239	Are there slaves?	0	No		15	0:No;1:Yes	
SD8_7	levu1239	Is there a concept for both ruler and foreigner, stranger king?	?	Not known		nan	0:No	
SD8_8	levu1239	Are there traditional relations/alliances with one or more neighbouring groups?	0	No	They one invited a dukun from another place to fight two other villages that was always stronger than Lewaji.	14	0:No;1:Yes	
SD8_9	levu1239	Is there a special name for this alliance?	?	Not known		nan	0:No;1:Yes;2:talipasa	
SD9_0	levu1239	Is namesake ritually marked, or with features reminiscent of particular kinship relations?	1	Yes	People get usually two name. The first one is the baptist name, a Christian name. The second is a name of an ancestor. The first male child gets the name of the father's father. The first female chidl gets the name of the father's mother. The second child gets a name from the matrilinear grandparents.	15	10:Given Abui name upon birth given by  parents;0:No;1:Yes	
SD9_1	levu1239	Do descent groups own sets of personal names?	0	No		15	0:No;1:Yes;2:yes / no	
SD9_2	levu1239	Are names taken from the father's group?	1	Yes	But only for the first child. See also 9.	15	2:Father's group;0:No;1:Yes	
SD9_3	levu1239	Are names taken from the mother's group?	1	Yes	But only the second (male or feamle) child. See also 9.	15	0:No;1:Yes	
SD9_4	levu1239	Are there name taboos?	0	No		15	0:No;1:Yes	
SD9_5	levu1239	Are there particular relations not to be addressed, or mentioned, by name	0	No		15	0:No;1:Yes	
SD9_6	levu1239	did your language (or a group of people defined by speaking the language) traditionally have a name, other than a locality name	0	No	"The language is only named after places. The origin of the variety used in Lewaji is Bakan. So it is Bahasa Bakan (Bakan langauge). However, people in other villages with the same language don't say they speak Bakan but in Lewaji they say they speak Lewajin and in Kalikasa they say they speak Kalikasan, and so on.
Villages using the language coming from Bakan: Waimuda, Kalikasa, Kolilerek, Bakan, Lewaji, Mudalerek (all in the western part of Atadei District)."	14	0:No;1:Yes	
SD9_7	levu1239	Is there a special word to refer to a foreigner?	1	Yes	Kari Pana 'newcomer/immigrant' literally 'run go'	14	0:No;1:Yes	
