Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
SD11_6	adon1237	Is there a traditional sacrifice place?	1	Yes	Called Nubo Nara	nan	1:Yes	
SD11_7	adon1237	Are there rituals around birth?	0	No	But there is the ritual 4 days after birth (see above).	nan	0:No;1:Yes	
SD11_8	adon1237	Are there rituals around death?	1	Yes	4 days after a person dies and is buried, the family is baptized with coconut oil and they get a blessing from one of the elders in the family. This is called Toto Dulat.	nan	1:Yes	
SD11_9	adon1237	Are there seasonal rituals apart from planting and harvesting, for example is there a ritual to ask for rain? Or other rituals?	1	Yes	When they hear a civet cat (defender of the clan) crying it means the ancestors need food. They offer chicken and rice to the ancestors/saints (Nuba Nara) and to Rera Wula (sun moon) (= God?) on the Pa'o Nuba Nara = altar. This ritual is also done before they build the rumah adat.	nan	1:Yes	
SD12_0	adon1237	Do women traditionally weave?	1	Yes		nan	0:No;1:Yes	
SD12_1	adon1237	Is there traditional pottery?	0	No	In Lemat no pottery is produced but in Lamakera in Solor they make pottery. (Kera = bucket to fetch water from the well.)	nan	0:No;1:Yes	
SD12_2	adon1237	Are there moko?	0	No		nan	0:No;1:Yes	
SD12_3	adon1237	Is it allowed to exchange the moko?	0	No		nan	0:No;1:Yes	
SD12_4	adon1237	Are there people who make new moko?	0	No		nan	0:No	
SD12_5	adon1237	Are there traditional music instruments?	1	Yes	Gambus (guitar), Gõ Bawa (gong drum); played e.g. when a new rumah adat is build.	nan	0:No;1:Yes	
SD12_6	adon1237	Are there particular traditional music styles?	0	No	Not special for this village.	nan	0:No;1:Yes;10:yes > no	
SD13_0	adon1237	Do people use body paint or tattoo?	0	No		nan	0:No;1:Yes	
SD13_1	adon1237	Were teeth traditionally filed? (i.e. made shorter with a file)	1	Yes	With hard rock from the sea (not corral rock)	nan	0:No;1:Yes	
SD13_2	adon1237	Are there typical traditional haircuts?	1	Yes	Long hair for men bound on top of the head with a knot on top of it.	nan	0:No;1:Yes	
SD13_3	adon1237	Traditional piercings?	1	Yes	Gola: round earrings of besi putih for guys to wear in the ears. Not practiced anymore. Nowadays only women have earrings.	nan	0:No;1:Yes	
SD13_4	adon1237	Are feathers or beads used as adornments?	1	Yes	Nile bala (ivory), nile kasido, nile tana; nile = necklace. Coconut leaves used like a crown (for men) called Kenobo, with Senai (slendang).	nan	0:No;1:Yes	
SD13_5	adon1237	Is there traditional jewelry?	1	Yes	See above	nan	0:No;1:Yes	
SD13_6	adon1237	Is there special adornment used in rituals or ceremonies?	1	Yes	see above	nan	1:Yes;10:yes > no	
SD14_0	adon1237	Is spatial organization divided into primary and secondary type?	0	No	north: rai, west: lali, east: teti, south: lau. In Witi Hama, a village on the other side of the mountain, south: rai, east: teti, west: lali, north: lau. So the directional system is directed towards the mountain, not absolute.	nan	0:No;2:Primary;1:Yes	
SD14_1	adon1237	Are there conceptual connections between spatial directions such as E+S / W + N with male/female, or with day/night, or with right/left?	1	Yes	there is a tree called Kepara, which has two genders: male and female. The wood of the female is used for a ritual to sweep a grave every day after the burrial, till the ceremony on day 4.	nan	0:No;1:Yes	
SD1_0	adon1237	Do adults in this village typically speak more than one local language?	1	Yes	Lamaholot, B Indonesia, B Malayu	nan	0:No;1:Yes	
SD1_1	adon1237	Do children typically speak more than one local language?	1	Yes	B Indonesia, B Malayu, Lamaholot	nan	0:No;1:Yes	
SD1_2	adon1237	Is it common in this village that husband and wife have different languages?	1	Yes	Use Lamaholot, or language of the other	nan	0:No;1:Yes	
SD1_3	adon1237	Does a wife learn to speak the language of her husband?	1	Yes	If the wife is not from here she must learn Lmh 	nan	1:Yes	
SD1_4	adon1237	Does a husband learn to speak the language of his wife?	1	Yes	If the husband is not from here, he learns Lmh	nan	0:No;1:Yes	
SD1_5	adon1237	Do they communicate with a third language?	0	No	In the beginning they may use Indonesian or Melayu as intermediate language	nan	0:No;1:Yes;2:yes / no	
SD2_0	adon1237	Do people traditionally hunt?	1	Yes	During musim kemarau (May-Oct) with dogs, using bow and arrow, and machete  	nan	1:Yes	
SD2_1	adon1237	Do people traditionally fish in the sea?	1	Yes	With a large net that is left in the sea for several days	nan	0:No;1:Yes	
SD2_2	adon1237	Do people traditionally have animal husbandry?	1	Yes	pig, goat, chicken (no cows)	nan	1:Yes	
SD2_3	adon1237	Do people traditionally have agriculture?	1	Yes	Mostly 1-6 km from the village	nan	1:Yes	
SD2_4	adon1237	Intensity of cultivation?	3	3	Corn (only Oct-Jan), cassava, beans, coconut; fruits: banana, mangga, papaya.	nan	2:2;4:2 / 3;7:2 / 3 / 4;5:2 > 3 /4;3:3;6:3 / 4	
SD2_5	adon1237	Major crops?	15	1 / 3	Mostly corn, coconut and mangoes	nan	1:1;10:1 / 2;11:1 / 2 / 3;13:1 / 2 / 3 / 4;14:1 / 2 / 4;15:1 / 3;12:1 / 4;16:1 /2 /4;2:2	
SD3_0	adon1237	Are there clans?	1	Yes	In Lewat there are 5 clans: Sanga Na'e, Gede Na'e, Lia Na'e, Lasã Na'e, Atamuki. (Bpk Kerung is from Atamuki.)	nan	1:Yes	
SD3_1	adon1237	Are there moieties?	0	No		nan	0:No;1:Yes	
SD3_2	adon1237	Is there a concept of 'house' (uma/rumah) that equals a descent group?	1	Yes	Each clan has its own traditional house.	nan	0:No;1:Yes	
SD3_3	adon1237	Are clans matrilineal	0	No		nan	2:???;0:No;1:Yes	
SD3_4	adon1237	Are clans, subclans or lineages ranked	1	Yes	The highest one is Gede Na'e, the remaining 4 are equal in rank. Gede Na'e has the kepala kampung, which is like a president of all the clans. Each of the other clans have their own leader (ketua suku). Gede Na'e may be the leading clan because they were the first to migrate from Ria Wale in the mountains to Niha One and then to Lewat. 	nan	0:No;1:Yes	
SD3_5	adon1237	Does every clan speak their own language?	0	No		nan	0:No	
SD4_0	adon1237	Is real property (land) inherited?	1	Yes	Land is considered the mother = source of life.	nan	1:Yes	
SD4_1	adon1237	Did one person (lord / clan) originally own all the land?	1	Yes		nan	0:No;1:Yes	
SD4_1	adon1237	Did one person (lord / clan) originally own all the land?	1	Yes	Kepala kampung = Lawo Alate (lawo 'kampung', alate 'owner') is the tuan tanah.	nan	0:No;1:Yes	
SD4_2	adon1237	Are there inheritance rules?	1	Yes	Sawah/field/garden: divided between the sons. Rumah adat (if father is kepala suku): the title and the house goes to the eldest son. Ivory goes to eldest son. Kain tenun divided between sons and daughters (daughters optional). In general the youngest son gets the least and daughters do not inherit. 	nan	1:Yes	
SD4_3	adon1237	Is land inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_4	adon1237	Is land inheritance patrilineal (sons)?	1	Yes		nan	0:No;1:Yes	
SD4_5	adon1237	Is moveable property inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_6	adon1237	Is moveable property inheritance patrilineal?	1	Yes		nan	0:No;1:Yes	
SD4_7	adon1237	Do all children inherit, sons and daughters alike?	0	No	Women are excluded. They become part of the clan of their husband. That clan receives the belis.	nan	0:No;1:Yes	
SD4_8	adon1237	Do all children inherit, with daughters receiving less?	0	No	Only kain tenun, optional, if there are enough of them. 	nan	0:No;1:Yes	
SD4_9	adon1237	Can newcomers aquire land or gardens?	0	No	Newcomers cannot buy garden, cannot buy land to build a house. Land belongs to the original people as the source of their life. Newcomers are only allowed a temporary house, and cannot join traditional ceremonies except marriage. 	nan	0:No;1:Yes	
SD5_0	adon1237	At what age should young people get married?	18	20-30 men / 16-28 women	20-30 men (most around 24); 16-28 women (most around 18) In the 1970's it was the custom that men married between 30-40+, women 20-30+. Now it is 20+ for men, 15+ for women.The reason that the age was higher earlier may be the price of the belis, and the fact that man and woman could already live together without being married in church.	nan	13:17-30+ men / 13-25 women;10:20+ men / 20+ women;16:20-25 men / 17-18 women;18:20-30 men / 16-28 women;14:20-30 men /16-28 women;11:25-30 men / 18-30 women;17:27-28 men / 27-28 women;20:30 men / 20 women > 17-19 men / 15 women;12:30 men / 25 women;19:30+ men / 20+ women > 25 men / 20+ women ;15:30+ men / 30+ women > 17-20+ men / 16-20+ women;1:Yes	
SD5_1	adon1237	Are there marriage rules – specify in notes field	1	Yes	1. Certain clans do not marry each other (not in Lewat but in neighbouring villages). If it happens the belis is not paid. Types of marriage: Gete-Dahã 'ask-ask': ask for woman, proper way. Pɜla'e: Kawin lari, marriage without parent's permission. Bɜluwo: forced marriage because woman is pregnant. Bote: Woman is kidnapped (because she doesn't agree; her parents may or may not agree.) This is the worst way to get married and it is no longer practised. 	nan	1:Yes;2:Yes > no	
SD5_10	adon1237	Is there gift exchange between bride's and groom's sides?	1	Yes	In church they exchange rings. But they do not exchange food/drink.	nan	0:No;1:Yes	
SD5_11	adon1237	Is there bride service?	0	No	There is no bride service but if belis is not yet paid, it is utang, and the debt will remain and be inherited by the children. 	nan	0:No;1:Yes	
SD5_12	adon1237	Transfer of residence at marriage?	1	1	Wife moves to husband's group always, even if the bridewealth is not yet paid.	nan	1:1;4:1 / 3;2:2;3:3	
SD5_13	adon1237	Marital residence with kin?	1	1		nan	1:1;7:1 / 3;3:3;6:3 / 5;5:5	
SD5_14	adon1237	Are traditional marriages obligatorily exogamous?	0	No	It is possible to marry inside the clan (if not kaka adik) as well as outside the clan. Breũ can be married outside, but also someone from a different clan. Cousins cannot be married. 	nan	0:No;1:Yes	
SD5_15	adon1237	If mother dies, who raises the children?	10	Father and/or his family	Paternal/maternal grandparents can both raise the children.	nan	12:Father and his family.;10:Father and/or his family;11:Mother and/or her family	
SD5_2	adon1237	Does a man typically marry a woman of his mother's subclan?	1	Yes	Breũ (cousin that is the child of mother's brother) principle. Mother's brother (opu lake) is most highly respected, as the provider of the mother (=life), and the person to whom belis is paid.  	nan	0:No;1:Yes	
SD5_3	adon1237	Does a woman typicaly marry a man of her father’s subclan?	0	No	It happens but less so.	nan	0:No	
SD5_5	adon1237	Are there locality-based restrictions on marriage	0	No		nan	0:No;1:Yes	
SD5_6	adon1237	Was polygamy permitted	0	No		nan	0:No;1:Yes;2:yes > no	
SD5_7	adon1237	Was polyandry permitted?	0	No		nan	0:No	
SD5_8	adon1237	Is bridewealth paid by the groom's side to the bride's side	1	Yes	Ivory, goat, pig, chicken; It's called weli̚ 	nan	1:Yes	
SD5_9	adon1237	Is dowry paid by the bride's side to the groom's side	1	Yes	Kain, bracelets. It called Ohe.	nan	1:Yes	
SD6_0	adon1237	Are villages the typical settlement pattern?	1	Yes		nan	0:No;1:Yes;2:no > yes	
SD6_1	adon1237	Are dispersed solitary family homesteads the typical settlement pattern?	0	No		nan	0:No;1:Yes;2:yes > no	
SD6_2	adon1237	Are settlements permanent?	1	Yes		nan	1:Yes	
SD6_3	adon1237	Are villages/hamlets centered on a group of related women	0	No	Related men tend to live closer to each other.	nan	0:No;1:Yes	
SD6_4	adon1237	Mean size of local communities?	5	5	4 desa in area Dua Nukin; Lewat, Nia One, Bunga Lawa, Beda Lawon.	nan	2:2;10:4 /5;5:5;6:6	
SD6_5	adon1237	Are villages/hamlets centered on a group of related men?	0	No	yes	nan	0:No;1:Yes	
SD6_6	adon1237	Are villages/hamlets (traditionally) located on hill tops?	0	No		nan	0:No;1:Yes	
SD6_7	adon1237	Are villages/hamlets (tradtionally) located on the shore?	0	No		nan	0:No;1:Yes	
SD6_8	adon1237	Do villages have places or spaces for gatherings?	1	1	Village square, called Basa for each village. In addition there is a space called Sebaõ for many desa; and a Pasang Grahan, a kind of court.	nan	1:1;13:1 / 2;11:1 / 2 / 3;12:1 /3;2:2;10:They do	
SD7_0	adon1237	Shape of (traditional) houses?	1	1		nan	1:1;2:1 / 2	
SD7_1	adon1237	Floor level of traditional houses?	4	1 / 2		nan	1:1;4:1 / 2;2:2;3:3	
SD7_2	adon1237	Shape of roof of traditional houses?	2	2	west-east are steaper than north-south	nan	3:1 / 4;2:2;4:4	
SD7_3	adon1237	Is there an attic or loft in a traditional house?	0	No	There is a new tradition where they do build an attic.	nan	0:No;1:Yes	
SD8_0	adon1237	Do leaders come from particular lineages?	1	Yes		nan	0:No;1:Yes	
SD8_1	adon1237	Are leaders non-hereditary?	0	No		nan	1:1;2:2;0:No;3:yes > no / 1	
SD8_10	adon1237	Are there groups with whom traditional relations are forbidden?	0	No	no	nan	0:No;1:Yes	
SD8_11	adon1237	Are there groups with whom there has been war?	1	Yes	There is a famous war called Paji-Demõ, two regions in Ile Bolɛ that fight about borders. They were arch enemies till the 1960's  	nan	0:No;1:Yes	
SD8_12	adon1237	Is there an opposition between people of the interior and people of the shore?	1	Yes	The shape of the village is typically that the head of the village is in the direction of the mountain whereas the foot of the village is in the direction of the sea. This might be related to the fact that they believe the original settlement was on the mountain and they migrated away from it. There is one village that has the opposite direction: head towards the sea, feet towards the mountain.	nan	0:No;1:Yes	
SD8_3	adon1237	Are there female community/clan leaders	0	No		nan	0:No	
SD8_4	adon1237	Are there men’s houses	0	No		nan	0:No;1:Yes;10:yes > no	
SD8_5	adon1237	Are there (traditional)   rulers/kings?	1	Yes	Hereditary	nan	0:No;1:Yes	
SD8_6	adon1237	Are there slaves?	0	No	Earlier there were slaves but not anymore. Whether they were hereditary or not we don't know.	nan	0:No;1:Yes	
SD8_7	adon1237	Is there a concept for both ruler and foreigner, stranger king?	0	No		nan	0:No	
SD8_8	adon1237	Are there traditional relations/alliances with one or more neighbouring groups?	1	Yes	Nayu' Baya: treaty to not have war between villages (not clans). Some villages are considered brothers, e.g. Watu Waĩ and Tapu Bale. No barter trade relations. Ivory bought in Tanjung Bunga.	nan	0:No;1:Yes	
SD8_9	adon1237	Is there a special name for this alliance?	0	No	Nayu' Baya: treaty to not have war between villages (not clans). 	nan	0:No;1:Yes;2:talipasa	
SD9_0	adon1237	Is namesake ritually marked, or with features reminiscent of particular kinship relations?	1	Yes	A baby gets a temporary name (Kopõ Wulã for boy, Sedõ Gurek for girl) for 2-3 days to 1 week, then there is a Golɛ ̃ Lala (sit in a circle- porridge). This ceremony is only held if a child is born at home with a traditional midwife (dukun). Not when it is born in hospital.	nan	10:Given Abui name upon birth given by  parents;0:No;1:Yes	
SD9_1	adon1237	Do descent groups own sets of personal names?	2	yes / no	Not in Lewat, but there is one clan (Dosin Na'ɛ ̃) that owns two names that cannot be used elsewhere.	nan	0:No;1:Yes;2:yes / no	
SD9_2	adon1237	Are names taken from the father's group?	1	Yes	First child gets father's family name, the second and third gets either father's or mother's family name. it is a family name, not the name of the clan. 	nan	2:Father's group;0:No;1:Yes	
SD9_3	adon1237	Are names taken from the mother's group?	1	Yes	For second or third child, optional.	nan	0:No;1:Yes	
SD9_4	adon1237	Are there name taboos?	1	Yes	You should not use the names from clan Dosin Na'ɛ . 	nan	0:No;1:Yes	
SD9_5	adon1237	Are there particular relations not to be addressed, or mentioned, by name	1	Yes	Father and mother and Opu must not be called by their first name.	nan	0:No;1:Yes	
SD9_6	adon1237	did your language (or a group of people defined by speaking the language) traditionally have a name, other than a locality name	1	Yes	Koda Kiwãne (koda = word, message)	nan	0:No;1:Yes	
SD9_7	adon1237	Is there a special word to refer to a foreigner?	1	Yes	Murike. Derived from the word murĩ 'new'.	nan	0:No;1:Yes	
