Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
SD11_7	tetu1245	Are there rituals around birth?	1	Yes	After the baby is born, the umbilical cord and placenta are put on the top of a tree. There is a ritual called fasi matang 'wash eyes', takes place a week after a baby is born. It does not involve washing anything, but rather cutting off some of the baby's hair. The parents and family express various types of good wishes to the child.	nan	0:No;1:Yes	
SD11_8	tetu1245	Are there rituals around death?	1	Yes	A body is buried after 3 days, covered in traditional woven cloth. After the burial, food and drink is put at the grave for 40 days. 	nan	1:Yes	
SD11_9	tetu1245	Are there seasonal rituals apart from planting and harvesting, for example is there a ritual to ask for rain? Or other rituals?	1	Yes	Before planting, the land is cermoniously sprinkled with coconut milk to make it fertile.	nan	1:Yes	
SD12_0	tetu1245	Do women traditionally weave?	1	Yes	Tetun Terik woven cloth from Viqueque are special, they have their own colours and patterns.	nan	0:No;1:Yes	
SD12_1	tetu1245	Is there traditional pottery?	1	Yes		nan	0:No;1:Yes	
SD12_2	tetu1245	Are there moko?	0	No		nan	0:No;1:Yes	
SD12_3	tetu1245	Is it allowed to exchange the moko?	0	No		nan	0:No;1:Yes	
SD12_4	tetu1245	Are there people who make new moko?	0	No		nan	0:No	
SD12_5	tetu1245	Are there traditional music instruments?	1	Yes	baba = small drum held at shoulder (Tetun D liku rai); korneta = flute, tambor = drum	nan	0:No;1:Yes	
SD12_6	tetu1245	Are there particular traditional music styles?	1	Yes		nan	0:No;1:Yes;10:yes > no	
SD13_0	tetu1245	Do people use body paint or tattoo?	1	Yes		nan	0:No;1:Yes	
SD13_1	tetu1245	Were teeth traditionally filed? (i.e. made shorter with a file)	0	No	The question is understood to be about brushing teeth.	nan	0:No;1:Yes	
SD13_2	tetu1245	Are there typical traditional haircuts?	1	Yes	In the past, it was normal to not cut a boy's hair until he is grown up. The cutting took place when he was an adult, and was part of a ritual. The hair was put below a banana tree.	nan	0:No;1:Yes	
SD13_3	tetu1245	Traditional piercings?	1	Yes	In the past, men had ear piercings. Today, this is also a modern style.	nan	0:No;1:Yes	
SD13_4	tetu1245	Are feathers or beads used as adornments?	1	Yes	Head piece for women made from male chicken feathers and plaited leaves: man fulung. Men do not have any leg adornments in Viqueque.	nan	0:No;1:Yes	
SD13_5	tetu1245	Is there traditional jewelry?	1	Yes	Fita lima = bracelet for men made of copper (?), kai bouk = head piece for men, morteng = necklace for women.Gold or silver is not used.	nan	0:No;1:Yes	
SD13_6	tetu1245	Is there special adornment used in rituals or ceremonies?	1	Yes	See 13.4 and 13.5	nan	1:Yes;10:yes > no	
SD14_0	tetu1245	Is spatial organization divided into primary and secondary type?	1	Yes		nan	0:No;2:Primary;1:Yes	
SD14_1	tetu1245	Are there conceptual connections between spatial directions such as E+S / W + N with male/female, or with day/night, or with right/left?	1	Yes	Loro mosu = East (sun go.up); loro tung (sun go.down) = West; tasi feto (sea female)= Northern sea, tasi mane (sea male) = Southern sea. Because the waves in the northern sea are less wild than  those of the southern sea of Timor. Fulang loro = moon sun;  ina fulang, ama loro = mother moon, father sun; kuana = right, karuk = left.  	nan	0:No;1:Yes	
SD1_0	tetu1245	Do adults in this village typically speak more than one local language?	1	Yes	Tetun Terik speakers also speak Makasae and Naueti, Makasae speakers also speak Tetun Terik and Naueti in Viqueque.  	nan	0:No;1:Yes	
SD1_1	tetu1245	Do children typically speak more than one local language?	0	No	When children are still small, they speak only Tetun Terik. But when they grow up to become adults they also learn Makasae and Naueti.	nan	0:No;1:Yes	
SD1_2	tetu1245	Is it common in this village that husband and wife have different languages?	0	No	When the spouse comes from somewhere outside Viqueque, they speak Tetun Dili.But it is better if the spouse learns to speak Tetun Terik, because many people in Viqueque do not speak Tetun Dili very well.When the spouse is from Viqueque they both speak Tetun Terik.	nan	0:No;1:Yes	
SD1_3	tetu1245	Does a wife learn to speak the language of her husband?	1	Yes	When the wife comes from outside, she would learn Tetun Terik or else she would have difficulties communicating with her family and neighbours in Viqueque.	nan	1:Yes	
SD1_4	tetu1245	Does a husband learn to speak the language of his wife?	?	Not known		nan	0:No;1:Yes	
SD1_5	tetu1245	Do they communicate with a third language?	0	No	If necessary they use a third language but over time, the wife who does not speak Tetun Terik will learn her husband's language.	nan	0:No;1:Yes;2:yes / no	
SD2_0	tetu1245	Do people traditionally hunt?	1	Yes	yes,10% or less   Bakasa = to hunt. Wild pigs, deer.	nan	1:Yes	
SD2_1	tetu1245	Do people traditionally fish in the sea?	0	No	The sea is too far from Viqueque.	nan	0:No;1:Yes	
SD2_2	tetu1245	Do people traditionally have animal husbandry?	1	Yes	yes, 70-80% of the people have cattle    goats, pigs, chicken, water buffalo, horses, dogs, cows ('sapi Bali'); everyone has chicken and pig but not everyone has goats, cows and buffalos 	nan	1:Yes	
SD2_3	tetu1245	Do people traditionally have agriculture?	1	Yes	Mostly dry gardens, there are also wet rice fields which are irrigated. The gardens are ~10 km from the house, the rice fields are closer.	nan	1:Yes	
SD2_4	tetu1245	Intensity of cultivation?	7	2 / 3 / 4	Gardens are left for a year because otherwise the soil is not fertile enough	nan	2:2;4:2 / 3;7:2 / 3 / 4;5:2 > 3 /4;3:3;6:3 / 4	
SD2_5	tetu1245	Major crops?	13	1 / 2 / 3 / 4	coconuts, rice, corn, green beans, candle nut, sugar cane, cassava, potato	nan	1:1;10:1 / 2;11:1 / 2 / 3;13:1 / 2 / 3 / 4;14:1 / 2 / 4;15:1 / 3;12:1 / 4;16:1 /2 /4;2:2	
SD3_0	tetu1245	Are there clans?	1	Yes	The  notion 'suku' or 'clan' is unclear. The question is interpreted as: are there 'rumah adat'. This seems to be a moiety rather than a clan.	nan	1:Yes	
SD3_1	tetu1245	Are there moieties?	1	Yes	In Viqueque there are the following 'rumah adat' (some examples): Betuk Hun (betuk=k.o.big.bamboo, hun=tree), Kai Boki, Jan Bua Mahan, Balidi Mahan, Manu Uen (mahan=shade, balidi = buah asing, manu=chicken, uen = liquid, melt). The speaker belongs to Betuk Hun. This group comprises about 40 people. These 5 rumah adat are mutually connected. In the past, they could intermarry, but nowadays this is forbidden by the church because the family connections are too close.	nan	0:No;1:Yes	
SD3_2	tetu1245	Is there a concept of 'house' (uma/rumah) that equals a descent group?	1	Yes	Each of the five groups mentioned above has its own rumah adat.	nan	0:No;1:Yes	
SD3_3	tetu1245	Are clans matrilineal	0	No		nan	2:???;0:No;1:Yes	
SD3_4	tetu1245	Are clans, subclans or lineages ranked	1	Yes	Yes, the Betuk Hun, Kai Boki and Jan Bua Mahan have kings, but the Balidi Mahan and Manu Uen do not.	nan	0:No;1:Yes	
SD3_5	tetu1245	Does every clan speak their own language?	0	No	There are dialectal differences but they are geographically determined, not following clan lines.	nan	0:No	
SD4_0	tetu1245	Is real property (land) inherited?	1	Yes		nan	1:Yes	
SD4_1	tetu1245	Did one person (lord / clan) originally own all the land?	0	No	A king did not own all the land. In the Portuguese times, kings did have the privilige that only their children could go to school. Groups with kings are Betuk Hun, Kai Boki and Jan Bua Mahan, the other two groups are not kings. Later, as a response to question 8.5, a royal family named Uhacae is mentioned (in Viqueque, desa Umain Kraik), and it is said that they own all the land. 	nan	0:No;1:Yes	
SD4_1	tetu1245	Did one person (lord / clan) originally own all the land?	1	Yes		nan	0:No;1:Yes	
SD4_2	tetu1245	Are there inheritance rules?	1	Yes		nan	1:Yes	
SD4_3	tetu1245	Is land inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_4	tetu1245	Is land inheritance patrilineal (sons)?	1	Yes	Only sons inherit. 	nan	0:No;1:Yes	
SD4_5	tetu1245	Is moveable property inheritance matrilineal (sister's sons; sister's younger brother)?	0	No	Only sons inherit. 	nan	0:No;1:Yes	
SD4_6	tetu1245	Is moveable property inheritance patrilineal?	1	Yes		nan	0:No;1:Yes	
SD4_7	tetu1245	Do all children inherit, sons and daughters alike?	0	No	The eldest son is the heir, if he has one or more brothers, these may get some of the heirloom, depending on what the parents decide, but most of it (at least 75%) goes to the eldest son.	nan	0:No;1:Yes	
SD4_8	tetu1245	Do all children inherit, with daughters receiving less?	0	No		nan	0:No;1:Yes	
SD4_9	tetu1245	Can newcomers aquire land or gardens?	1	Yes	A newcomer can buy land. When he dies, his heirs keep the ownership because they have a written contract. For example, Chinese. But there are very few foreigners that buy land. Javanese rent land.	nan	0:No;1:Yes	
SD5_0	tetu1245	At what age should young people get married?	20	30 men / 20 women > 17-19 men / 15 women	In former times, men should marry at about 30, women at about 20     Nowadays there are no age restrictions, girls can get married at 15, boys at 17-19. The explanation for the earlier age restrictions is that boys and girls should first become adults before they get married. Later marriage is not related to organizing a bride price.	nan	13:17-30+ men / 13-25 women;10:20+ men / 20+ women;16:20-25 men / 17-18 women;18:20-30 men / 16-28 women;14:20-30 men /16-28 women;11:25-30 men / 18-30 women;17:27-28 men / 27-28 women;20:30 men / 20 women > 17-19 men / 15 women;12:30 men / 25 women;19:30+ men / 20+ women > 25 men / 20+ women ;15:30+ men / 30+ women > 17-20+ men / 16-20+ women;1:Yes	
SD5_1	tetu1245	Are there marriage rules – specify in notes field	2	Yes > no	yes, in earlier days there were rules but not anymore            In former times, cousins could get married, but this is no longer allowed by the church. The first step in a marriage is when the two parties meet to negotiate. This is called: kasu lia 'let go/loose voice' = to inform.	nan	1:Yes;2:Yes > no	
SD5_10	tetu1245	Is there gift exchange between bride's and groom's sides?	1	Yes	Food and drinks are exchanged as a public sign that the couple is married. Food may be rice, drinks may be water or palm wine.	nan	0:No;1:Yes	
SD5_11	tetu1245	Is there bride service?	0	No	Before they get married, the bride price must be there. If there is not enough yet then he will not ask for the woman.	nan	0:No;1:Yes	
SD5_12	tetu1245	Transfer of residence at marriage?	1	1	They belong to the husband's kin group but can stay somewhere else for work, e.g. live in Dili. 	nan	1:1;4:1 / 3;2:2;3:3	
SD5_13	tetu1245	Marital residence with kin?	7	1 / 3		nan	1:1;7:1 / 3;3:3;6:3 / 5;5:5	
SD5_14	tetu1245	Are traditional marriages obligatorily exogamous?	1	Yes	Formerly, this was not obligatory, but nowadays it is.	nan	0:No;1:Yes	
SD5_15	tetu1245	If mother dies, who raises the children?	10	Father and/or his family	The children remain with the father, even if he remarries. 	nan	12:Father and his family.;10:Father and/or his family;11:Mother and/or her family	
SD5_2	tetu1245	Does a man typically marry a woman of his mother's subclan?	0	No		nan	0:No;1:Yes	
SD5_3	tetu1245	Does a woman typicaly marry a man of her father’s subclan?	0	No		nan	0:No	
SD5_5	tetu1245	Are there locality-based restrictions on marriage	0	No		nan	0:No;1:Yes	
SD5_6	tetu1245	Was polygamy permitted	1	Yes	It still happens, e.g. when a wife cannot have children, or had children who died, then the man can get a second wife. The two women live in the same house with the man.	nan	0:No;1:Yes;2:yes > no	
SD5_7	tetu1245	Was polyandry permitted?	0	No		nan	0:No	
SD5_8	tetu1245	Is bridewealth paid by the groom's side to the bride's side	1	Yes	Makasae and Fataluku women are expensive, Tetun Terik women are less expensive. The bried price consists of money, buffalo, horses, woven cloth, necklace, earrings. The term for bride price is fo feto foling lit. 'give woman price'.	nan	1:Yes	
SD5_9	tetu1245	Is dowry paid by the bride's side to the groom's side	1	Yes	Only pigs, to be eaten by the family at the wedding. No clothes or other objects are given by the bride's side.	nan	1:Yes	
SD6_0	tetu1245	Are villages the typical settlement pattern?	10	nan		nan	0:No;1:Yes;2:no > yes	
SD6_0	tetu1245	Are villages the typical settlement pattern?	?	Not known		nan	0:No;1:Yes;2:no > yes	
SD6_1	tetu1245	Are dispersed solitary family homesteads the typical settlement pattern?	0	No	Some families may temporarily live away from the village, to e.g. guard the gardens, or work in the gardens. But these are temporary settlements. (It is mentioned that the Naueti place where the president of Timor Leste comes from, does have such dispersed family homesteads, because each family must stay on its own land.)	nan	0:No;1:Yes;2:yes > no	
SD6_2	tetu1245	Are settlements permanent?	1	Yes		nan	1:Yes	
SD6_3	tetu1245	Are villages/hamlets centered on a group of related women	0	No		nan	0:No;1:Yes	
SD6_4	tetu1245	Mean size of local communities?	6	6	Villages usually have more than 2000 inhabitants.	nan	2:2;10:4 /5;5:5;6:6	
SD6_5	tetu1245	Are villages/hamlets centered on a group of related men?	1	Yes	This is found in e.g. the Betu Hun group.	nan	0:No;1:Yes	
SD6_6	tetu1245	Are villages/hamlets (traditionally) located on hill tops?	1	Yes	For Tetun people that live in the mountains.	nan	0:No;1:Yes	
SD6_7	tetu1245	Are villages/hamlets (tradtionally) located on the shore?	1	Yes	For Tetun people that live near the coast.	nan	0:No;1:Yes	
SD6_8	tetu1245	Do villages have places or spaces for gatherings?	13	1 / 2	This is the place for ritual ceremonies, feto sau mane 'make adat'. The ritual building is an uma dato 'rumah adat', this is where ceremonial meetings are held and rituals are performed, and the sacred objects of the group are kept. (See also answer to 10.3). At 11:55 there is a story about the history of Tetun people. In the past, seven brothers from the kings clan Betun came from Atambua, one settled in Suai, one in Same, two in Atambua, two in Viqueque, one in Manatuto Suai Bada. This is why Tetun Terik is spoken in these places.	nan	1:1;13:1 / 2;11:1 / 2 / 3;12:1 /3;2:2;10:They do	
SD7_0	tetu1245	Shape of (traditional) houses?	1	1	The traditional rumah adat building may be referred to with data wahing, makai fukun (data = sacred, wahing = much; makai fukun is a parallel expression without meaning.)  	nan	1:1;2:1 / 2	
SD7_1	tetu1245	Floor level of traditional houses?	2	2	Raised approx. 1 meter	nan	1:1;4:1 / 2;2:2;3:3	
SD7_2	tetu1245	Shape of roof of traditional houses?	2	2	The house is long, with two long slopes on the long sides, and two short slopes on the short sides. There is a door in the front, where the men enter, and a door at the right side, where the women enter. The men sit in the front end of the house. The kitchen is inside of the house, at the back end. This is the place for the women.	nan	3:1 / 4;2:2;4:4	
SD7_3	tetu1245	Is there an attic or loft in a traditional house?	0	No		nan	0:No;1:Yes	
SD8_0	tetu1245	Do leaders come from particular lineages?	1	Yes	patrilineal	nan	0:No;1:Yes	
SD8_1	tetu1245	Are leaders non-hereditary?	1	1	Every moiety has its own leader. The leader is chosen by consensus among the adult men of the family. Age is important.	nan	1:1;2:2;0:No;3:yes > no / 1	
SD8_10	tetu1245	Are there groups with whom traditional relations are forbidden?	0	No		nan	0:No;1:Yes	
SD8_11	tetu1245	Are there groups with whom there has been war?	0	No		nan	0:No;1:Yes	
SD8_12	tetu1245	Is there an opposition between people of the interior and people of the shore?	0	No	See answer to 6.6 and 6.7.	nan	0:No;1:Yes	
SD8_3	tetu1245	Are there female community/clan leaders	0	No	The wife of a ketua adat can represent him, e.g. when he died or is elsewhere. Otherwise, women cannot have leadership roles.	nan	0:No	
SD8_4	tetu1245	Are there men’s houses	0	No	Men and women can enter the rumah adat, but in the house, the men sit in the front and the women in the back.	nan	0:No;1:Yes;10:yes > no	
SD8_5	tetu1245	Are there (traditional)   rulers/kings?	1	Yes	yes, hereditary   In Viqueque (desa Umain Kraik) there is a royal family, called Uhacae. They have been kings since the past till now. 	nan	0:No;1:Yes	
SD8_6	tetu1245	Are there slaves?	1	Yes	yes, hereditary   There are slaves living in Selur. They have to serve the royal family. They are not allowed to do other work or live somewhere else.	nan	0:No;1:Yes	
SD8_7	tetu1245	Is there a concept for both ruler and foreigner, stranger king?	0	No	ema seluk, bai naka = foreigner. Lit. 'person else'	nan	0:No	
SD8_8	tetu1245	Are there traditional relations/alliances with one or more neighbouring groups?	0	No		nan	0:No;1:Yes	
SD8_9	tetu1245	Is there a special name for this alliance?	0	No		nan	0:No;1:Yes;2:talipasa	
SD9_0	tetu1245	Is namesake ritually marked, or with features reminiscent of particular kinship relations?	0	No		nan	10:Given Abui name upon birth given by  parents;0:No;1:Yes	
SD9_1	tetu1245	Do descent groups own sets of personal names?	0	No		nan	0:No;1:Yes;2:yes / no	
SD9_2	tetu1245	Are names taken from the father's group?	1	Yes	Name is taken from the father's family.	nan	2:Father's group;0:No;1:Yes	
SD9_3	tetu1245	Are names taken from the mother's group?	0	No		nan	0:No;1:Yes	
SD9_4	tetu1245	Are there name taboos?	1	Yes	The name of an ancestor/parent can only be given when the person has died, not when he is still alive. 	nan	0:No;1:Yes	
SD9_5	tetu1245	Are there particular relations not to be addressed, or mentioned, by name	0	No		nan	0:No;1:Yes	
SD9_6	tetu1245	did your language (or a group of people defined by speaking the language) traditionally have a name, other than a locality name	1	Yes	Tetun Terik is not a locaility name.	nan	0:No;1:Yes	
SD9_7	tetu1245	Is there a special word to refer to a foreigner?	1	Yes	ema seluk, bai naka = foreigner. Lit. 'person else'	nan	0:No;1:Yes	
