Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
SD12_4	wers1238	Are there people who make new moko?	0	No	Mokos are not made and they cannot be repaired once broken. It's not the metal we know here. 	nan	0:No	
SD12_5	wers1238	Are there traditional music instruments?	1	Yes	gong, tambourines, and a flute made of bamboo played to the side of the face called bakwal. It has six holes (like a flute). It was traditionally used to welcome kings.	nan	0:No;1:Yes	
SD12_6	wers1238	Are there particular traditional music styles?	0	No	It's the same style for Wersing Kula and Sawila, but when you go out to the Klon people it's not the same. The difference is the beat/rythmn of the gong	nan	0:No;1:Yes;10:yes > no	
SD13_0	wers1238	Do people use body paint or tattoo?	0	No		nan	0:No;1:Yes	
SD13_1	wers1238	Were teeth traditionally filed? (i.e. made shorter with a file)	1	Yes	People still do it now. We do it to impress people. It is seen as beautiful. The ritual is to kill a chicken and give rice to the one doing the filing. The filing must happen in pairs, with both getting filed. The pair doesn't have to be married or have any special relationship other than both wanting their teeth filed.	nan	0:No;1:Yes	
SD13_2	wers1238	Are there typical traditional haircuts?	0	No		nan	0:No;1:Yes	
SD13_3	wers1238	Traditional piercings?	1	Yes	In the past there used to be clips only used for kings made of gold to clip in the ear. Now we make piercings.	nan	0:No;1:Yes	
SD13_4	wers1238	Are feathers or beads used as adornments?	1	Yes	They have necklaces made of muti (beads). It is not made, but said to be given by the devils. Feathers are used in the head, and rotan.	nan	0:No;1:Yes	
SD13_5	wers1238	Is there traditional jewelry?	1	Yes	"The women wear ankle bracelets made of metals ""kəriŋ kəriŋ"" which makes sounds as they dance or stomp their feet. "	nan	0:No;1:Yes	
SD13_6	wers1238	Is there special adornment used in rituals or ceremonies?	1	Yes	Cloth, waistband, headgear, sword are all used during ceremonies.  	nan	1:Yes;10:yes > no	
SD14_0	wers1238	Is spatial organization divided into primary and secondary type?	2	Primary	wudi pes 'sun rise' = east, wudi teiŋ 'sun fall' = west. ligəlol = north, alol = south. Wherever you are, you always know where east is facing.	nan	0:No;2:Primary;1:Yes	
SD14_1	wers1238	Are there conceptual connections between spatial directions such as E+S / W + N with male/female, or with day/night, or with right/left?	0	No	It just follows the sun.	nan	0:No;1:Yes	
SD1_0	wers1238	Do adults in this village typically speak more than one local language?	1	Yes	Several languages are spoken here. Where I come from (Peitoko) there are 3: Kula, Wersing, Subola (?). Everyone understands one another while speaking their own languages. e.g. a Kula speaker speaks to me in Kula, I understand and reply in Wersing. In Maritaing (present location) there are 2 languages spoken here: Wersing and Sawila. People can speak their own languages but there is mutual understanding.	nan	0:No;1:Yes	
SD1_1	wers1238	Do children typically speak more than one local language?	0	No	It's quite difficult for children. If a child speaks Sawila, the child will only speak Sawila and does not understand Wersing. When a Sawila child speaks to a Wersing child they will speak in Bahasa Indonesia. 	nan	0:No;1:Yes	
SD1_2	wers1238	Is it common in this village that husband and wife have different languages?	1	Yes	It is common here.	nan	0:No;1:Yes	
SD1_3	wers1238	Does a wife learn to speak the language of her husband?	1	Yes	If I marry a Sawila, they will end up speaking Wersing (he notes that she does not learn/study it but will pick it up) because of the environment. 	nan	1:Yes	
SD1_4	wers1238	Does a husband learn to speak the language of his wife?	1	Yes	As he lives here he will come to a point where he understands the language. The husband and wife will teach other their languages usually.	nan	0:No;1:Yes	
SD1_5	wers1238	Do they communicate with a third language?	0	No	Firstly they speak in Indonesian (after they get married). But after a while they can speak each other's languages	nan	0:No;1:Yes;2:yes / no	
SD2_0	wers1238	Do people traditionally hunt?	1	Yes	Hunt for deer and pigs. Using dogs and bow and arrows.	nan	1:Yes	
SD2_1	wers1238	Do people traditionally fish in the sea?	1	Yes	"Fish for ""ikan karang"", ""ikan karang"" Fishing with a line and nets. "	nan	0:No;1:Yes	
SD2_2	wers1238	Do people traditionally have animal husbandry?	1	Yes	Pigs, goats, cows, chickens and ducks too.	nan	1:Yes	
SD2_3	wers1238	Do people traditionally have agriculture?	1	Yes	Dry field cultivation, once a year. Rice, corn and sweet potato and some nuts. The fields are not far away from here. To farm you need to cut the trees, burn the field and then plant. 	nan	1:Yes	
SD2_4	wers1238	Intensity of cultivation?	3	3	In the past we used to move around. But now because of government rules we now have to stay in one spot to farm. There is no irrigation. There is some in Lantoka though (Kula)	nan	2:2;4:2 / 3;7:2 / 3 / 4;5:2 > 3 /4;3:3;6:3 / 4	
SD2_5	wers1238	Major crops?	14	1 / 2 / 4	Rice, corn and tubers (ubi). The biggest harvest of the year is usually rice and corn.	nan	1:1;10:1 / 2;11:1 / 2 / 3;13:1 / 2 / 3 / 4;14:1 / 2 / 4;15:1 / 3;12:1 / 4;16:1 /2 /4;2:2	
SD3_0	wers1238	Are there clans?	1	Yes	Peitoko has 3 clans, each clan is the head of a traditional house: Sereng no, Ame no, Barabuling. I am from the Sereng no clan. The other speaker is from Barabuling. But we have one blood connection, because my grandmother's female line (ancestor) gave birth to the Barabuling clan. 	nan	1:Yes	
SD3_1	wers1238	Are there moieties?	1	Yes	There are specific moeties for each clan. (Moeties are used as last names of people) For Sereng no: Maubara, Manukwei, Takalamakaing. For Barabuling: Retebana, Tubulau, Jobo (The Bupati now is a Jobo). Ame no: Asuba, Kamisioma, Paisera.	nan	0:No;1:Yes	
SD3_2	wers1238	Is there a concept of 'house' (uma/rumah) that equals a descent group?	1	Yes	You can call each clan a 'house' and the moeties (descendants) will gather in that clan/house. 	nan	0:No;1:Yes	
SD3_3	wers1238	Are clans matrilineal	0	No		nan	2:???;0:No;1:Yes	
SD3_4	wers1238	Are clans, subclans or lineages ranked	1	Yes	There is a King clan (Sereng no). And there are warrior clans (Barabuling and Ame no). The Ame no clan is below the Barabuling clan. Beyond that, at least in the Sereng no clan, the Maubara is of higher rank because it's the eldest one. 	nan	0:No;1:Yes	
SD3_5	wers1238	Does every clan speak their own language?	0	No	Everyone speaks the same language.	nan	0:No	
SD4_0	wers1238	Is real property (land) inherited?	1	Yes	Property (houses) and land is inherited. 	nan	1:Yes	
SD4_1	wers1238	Did one person (lord / clan) originally own all the land?	1	Yes	Parents give them to the children as they please	nan	0:No;1:Yes	
SD4_1	wers1238	Did one person (lord / clan) originally own all the land?	1	Yes	There were people in the past that owned the land (e.g. Land lord). He was the first person who lived in the land. But over the years that land was split and given to different people. We had to give the landlord a portion of our harvest every year. But in the 50s and 60s it stopped.	nan	0:No;1:Yes	
SD4_2	wers1238	Are there inheritance rules?	1	Yes	Inheritance is for all, given by the parents while they are alive. When women marry, by right they leave the family to join her husband. However, if they return to ask for a share of the inheritance, it will be given to her because it is her right by blood. If parents pass away, everyone discusses what to do.	nan	1:Yes	
SD4_3	wers1238	Is land inheritance matrilineal (sister's sons; sister's younger brother)?	0	No	If my sister dies, my family does not get the inheritance, it will go to her children (and vice versa)	nan	0:No;1:Yes	
SD4_4	wers1238	Is land inheritance patrilineal (sons)?	1	Yes	But daughters can get it too if they ask for it.	nan	0:No;1:Yes	
SD4_5	wers1238	Is moveable property inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_6	wers1238	Is moveable property inheritance patrilineal?	1	Yes	But daughters can get it too if they ask for it.	nan	0:No;1:Yes	
SD4_7	wers1238	Do all children inherit, sons and daughters alike?	1	Yes	Yes	nan	0:No;1:Yes	
SD4_8	wers1238	Do all children inherit, with daughters receiving less?	1	Yes		nan	0:No;1:Yes	
SD4_9	wers1238	Can newcomers aquire land or gardens?	1	Yes	There are 2 types of foreigners: there are those that just want to just buy land. And there are those who join our village because they have ties to the members in the village. 	nan	0:No;1:Yes	
SD5_0	wers1238	At what age should young people get married?	16	20-25 men / 17-18 women	It depends on the individual, about 20-25 years old for the boys. For girls about 17-18 years old. In the past, girls had to be able to weave (tenun) before you could get married and the boys usually had to work before getting married. But now as long as you are done with school you can get married. 	nan	13:17-30+ men / 13-25 women;10:20+ men / 20+ women;16:20-25 men / 17-18 women;18:20-30 men / 16-28 women;14:20-30 men /16-28 women;11:25-30 men / 18-30 women;17:27-28 men / 27-28 women;20:30 men / 20 women > 17-19 men / 15 women;12:30 men / 25 women;19:30+ men / 20+ women > 25 men / 20+ women ;15:30+ men / 30+ women > 17-20+ men / 16-20+ women;1:Yes	
SD5_1	wers1238	Are there marriage rules – specify in notes field	1	Yes	People of the same clan cannot get married. People of different clans can get married as long as their family name is different. In the case of the speakers, the Maubara's son cannot marry the Barabuling's daughter because it goes against the order of things. A plant that has sprouted, its tips cannot return to the tree/root. This is because the Barabuling took a Maubara daughter already (seed was planted). 	nan	1:Yes;2:Yes > no	
SD5_10	wers1238	Is there gift exchange between bride's and groom's sides?	0	No	Nowadays couples will exhange rings but this is not our culture, and just newly added.	nan	0:No;1:Yes	
SD5_11	wers1238	Is there bride service?	0	No	"In the past, if the man liked the woman, they lived in the house of the woman and worked as a servant for a number of years (anywhere from 1-2 to even 5-6 years) until he pays the brideprice. If  he cannot do so, he loses his surname and takes up the woman's surname ""balik marga""/""kawin masuk"". E.g. I am a Tubulau, my Wife is a Maubara. If I couldn't pay, I would have to change my name to a Maubara. "	nan	0:No;1:Yes	
SD5_12	wers1238	Transfer of residence at marriage?	1	1	The couple needs to live independently. You need to have a house in order to marry. But if there really is no house, they usually stay in the husband's old residence. 	nan	1:1;4:1 / 3;2:2;3:3	
SD5_13	wers1238	Marital residence with kin?	5	5	If you don't have a house you live with groom's parents first but you must build a house.	nan	1:1;7:1 / 3;3:3;6:3 / 5;5:5	
SD5_14	wers1238	Are traditional marriages obligatorily exogamous?	1	Yes	You cannot marry within a clan. But there have been cases where you are from the same clan but have different surnames and that was permitted. 	nan	0:No;1:Yes	
SD5_15	wers1238	If mother dies, who raises the children?	10	Father and/or his family	The father takes care of the children, and if both die, the parents will. If the father dies, and the woman can still marry. they might marry her again, but it is up to the husband's family since she already entered that family through marriage. It is very possible to marry the late groom's brother. 	nan	12:Father and his family.;10:Father and/or his family;11:Mother and/or her family	
SD5_2	wers1238	Does a man typically marry a woman of his mother's subclan?	1	Yes	There is this term: Bini rumah suami rumah	nan	0:No;1:Yes	
SD5_3	wers1238	Does a woman typicaly marry a man of her father’s subclan?	0	No		nan	0:No	
SD5_5	wers1238	Are there locality-based restrictions on marriage	0	No	It's free. We can even marry in America.	nan	0:No;1:Yes	
SD5_6	wers1238	Was polygamy permitted	1	Yes	In the past, the king could marry up to 2 or 3 times. But not for commoners.	nan	0:No;1:Yes;2:yes > no	
SD5_7	wers1238	Was polyandry permitted?	0	No		nan	0:No	
SD5_8	wers1238	Is bridewealth paid by the groom's side to the bride's side	1	Yes	belis = moko from the bridegroom to the bride. Food or animals are brought in for the feast (not as a bridewealth) for everyone to enjoy.	nan	1:Yes	
SD5_9	wers1238	Is dowry paid by the bride's side to the groom's side	1	Yes	When the groom provides the moko, the bride returns the payment with material goods such as blankets, sarungs (woven cloths), clothes, plates, furniture, and everything else required for their new lives as a family. 	nan	1:Yes	
SD6_0	wers1238	Are villages the typical settlement pattern?	1	Yes	Permanent homes with roads runing through.	nan	0:No;1:Yes;2:no > yes	
SD6_1	wers1238	Are dispersed solitary family homesteads the typical settlement pattern?	0	No	No. Even if someone wanted to live apart they couldn't because they belong to the village and as such need to live in the village together with everyone else. 	nan	0:No;1:Yes;2:yes > no	
SD6_2	wers1238	Are settlements permanent?	1	Yes	In the past they used to have semi-permanent settlements because wars that broke out between the Wersing clans as well as with neighbouring Kula and Sawila clans. But now people are generally settled, although the younger children have decided to travel outside of Alor (e.g. Jakarta) and live there.	nan	1:Yes	
SD6_3	wers1238	Are villages/hamlets centered on a group of related women	0	No		nan	0:No;1:Yes	
SD6_4	wers1238	Mean size of local communities?	6	6	1000	nan	2:2;10:4 /5;5:5;6:6	
SD6_5	wers1238	Are villages/hamlets centered on a group of related men?	0	No	You build a house where you can. 	nan	0:No;1:Yes	
SD6_6	wers1238	Are villages/hamlets (traditionally) located on hill tops?	0	No	Seaside/coastal villages	nan	0:No;1:Yes	
SD6_7	wers1238	Are villages/hamlets (tradtionally) located on the shore?	1	Yes	Both in Lantoka and Peitoko 	nan	0:No;1:Yes	
SD6_8	wers1238	Do villages have places or spaces for gatherings?	2	2	"There is the ""gudang"" or traditional house where the men meet to discuss issues. There is also an altar ""mesbah"" where you perform rituals such as the lego-lego "	nan	1:1;13:1 / 2;11:1 / 2 / 3;12:1 /3;2:2;10:They do	
SD7_0	wers1238	Shape of (traditional) houses?	1	1	Rectangular layout with 4 pillars. (It cannot be square). Speaker claims that these characteristic traditional houses in the village is not Wersing (?) and people in the past lived in walled houses on the ground made of woven bamboo. The traditional houses are from the Kula and Sawila clans. The reason being the Wersing in the past did not farm fields and instead fished for a living. They bartered their fish, seasalt and crafts (e.g. kain tenun) for corn and rice with the people from the mountain who had tradtitional huts as a place to store dry grains. Now we have these houses. In the old times they used to have a traditional house (no mention on how it looks like) and each clan had their own houses. e.g. sereng no literally means 'east house' because the wersing come from Timor Leste (East Leste).	nan	1:1;2:1 / 2	
SD7_1	wers1238	Floor level of traditional houses?	2	2	Bamboo walls and floors, roof is made from alang-alang. Raised platform from the ground.	nan	1:1;4:1 / 2;2:2;3:3	
SD7_2	wers1238	Shape of roof of traditional houses?	2	2	Pyramid shaped made from alang-alang traditionally (but it can be made of corrugated sheets of metal). 	nan	3:1 / 4;2:2;4:4	
SD7_3	wers1238	Is there an attic or loft in a traditional house?	1	Yes	Storage of e.g. corn, gading, moko	nan	0:No;1:Yes	
SD8_0	wers1238	Do leaders come from particular lineages?	1	Yes	The leader of the clan can be hereditary but it could also be someone from outside the family line. 	nan	0:No;1:Yes	
SD8_1	wers1238	Are leaders non-hereditary?	1	1	The clan leader is chosen through a consensus of gathered elders/members of the community. It's usually clear who the next leader will be, so an election is not necessary.	nan	1:1;2:2;0:No;3:yes > no / 1	
SD8_10	wers1238	Are there groups with whom traditional relations are forbidden?	0	No		nan	0:No;1:Yes	
SD8_11	wers1238	Are there groups with whom there has been war?	1	Yes	In the past, perhaps 700 years ago	nan	0:No;1:Yes	
SD8_12	wers1238	Is there an opposition between people of the interior and people of the shore?	0	No	It's generally the same.	nan	0:No;1:Yes	
SD8_3	wers1238	Are there female community/clan leaders	0	No	It is possible, but does not happen often. 	nan	0:No	
SD8_4	wers1238	Are there men’s houses	1	Yes	Rumah adat belongs to men to sit and talk about adat. (women sit behind or outside)	nan	0:No;1:Yes;10:yes > no	
SD8_5	wers1238	Are there (traditional)   rulers/kings?	1	Yes	The title of king 'raja adat' is inherited by the descendants of a particular lineage, usually it's the first born male. However, in the case where there are no more descendants, a woman can also be called to be a clan leader. If there are no more descendants, that's the end of that line. 	nan	0:No;1:Yes	
SD8_6	wers1238	Are there slaves?	1	Yes	Hereditary, coming from one family 	nan	0:No;1:Yes	
SD8_7	wers1238	Is there a concept for both ruler and foreigner, stranger king?	0	No	Leri is king, doesn't matter from where.	nan	0:No	
SD8_8	wers1238	Are there traditional relations/alliances with one or more neighbouring groups?	1	Yes	Peitoko has relations with this village (Kolana), the Sawila and Kula people. There are traditional rituals where they are present. There are also mounds made by ancestors who formed these alliances. 	nan	0:No;1:Yes	
SD8_9	wers1238	Is there a special name for this alliance?	1	Yes	"The belabaja in peitoko stretches to the Kula people of the mountain. The alliance is called ""sump"". "	nan	0:No;1:Yes;2:talipasa	
SD9_0	wers1238	Is namesake ritually marked, or with features reminiscent of particular kinship relations?	0	No	Everyone can name the child (parents, grandparents, family). 	nan	10:Given Abui name upon birth given by  parents;0:No;1:Yes	
SD9_1	wers1238	Do descent groups own sets of personal names?	1	Yes	Generally your traditional name can indicate strongly of which family line you descend from. e.g. laku ser is a name that must be from the Maubara line/ Kaimlai (sp?) is a given name that is from Tubulau line	nan	0:No;1:Yes;2:yes / no	
SD9_2	wers1238	Are names taken from the father's group?	1	Yes		nan	2:Father's group;0:No;1:Yes	
SD9_3	wers1238	Are names taken from the mother's group?	1	Yes		nan	0:No;1:Yes	
SD9_4	wers1238	Are there name taboos?	0	No		nan	0:No;1:Yes	
SD9_5	wers1238	Are there particular relations not to be addressed, or mentioned, by name	1	Yes	Anyone older than you (generational sense). You need to call them by their proper titles. You cannot call your parent in-law by name.	nan	0:No;1:Yes	
SD9_6	wers1238	did your language (or a group of people defined by speaking the language) traditionally have a name, other than a locality name	1	Yes	"The language does not have another name, but someone speaking Wersing is called ɔlba. This is a term well-known in Alor so if hear on the street someone being called ɔlba he is probably Wersing. He also claims that you can call Wersing ""Bahasa Kolana"" (Kolana being the location that is the easternmost coast of Alor. Currently a mix of Sawila and Wersing people)"	nan	0:No;1:Yes	
SD9_7	wers1238	Is there a special word to refer to a foreigner?	1	Yes	"""baniak"""	nan	0:No;1:Yes	
