Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
SD1_5	adan1251	Do they communicate with a third language?	1	Yes	Indonesian	nan	0:No;1:Yes;2:yes / no	
SD2_0	adan1251	Do people traditionally hunt?	1	Yes	Bow and arrow, spear, 	nan	1:Yes	
SD2_1	adan1251	Do people traditionally fish in the sea?	1	Yes	Spear 'tombak'	nan	0:No;1:Yes	
SD2_2	adan1251	Do people traditionally have animal husbandry?	1	Yes	Goat, chicken, pig. Horse=not anymore, cow=new/recent, wild buffalo=not anymore, never domesticated 	nan	1:Yes	
SD2_3	adan1251	Do people traditionally have agriculture?	1	Yes	his fields are 2-3km away from the village, the furthest is in pehelelang, 1 hour's walk into the middle of the mountain	nan	1:Yes	
SD2_4	adan1251	Intensity of cultivation?	3	3	November is for planting, January/February is for weeding, April is for harvesting	nan	2:2;4:2 / 3;7:2 / 3 / 4;5:2 > 3 /4;3:3;6:3 / 4	
SD2_5	adan1251	Major crops?	11	1 / 2 / 3	Major crops: Corn, sweet potato/tubers (ubi). In June: Vanillin, July: Cloves, October-December: candlenut. December - January go to the fields to plant. April: corn, tubers, betelnut, coffee. 	nan	1:1;10:1 / 2;11:1 / 2 / 3;13:1 / 2 / 3 / 4;14:1 / 2 / 4;15:1 / 3;12:1 / 4;16:1 /2 /4;2:2	
SD3_0	adan1251	Are there clans?	1	Yes	There are 6 clans 1) matu lelang, 2) tafa lelang 3) kapitang lelang 4) di' lelang 5) marang lelang 6) ail lelang. Ail lelang is the biggest clan. The clan with the smallest number is di' lelang. 	nan	1:Yes	
SD3_1	adan1251	Are there moieties?	1	Yes	 From clan 1) adang, lobang, lahalo, duka. From clan 2) duil, mail, bana, duka. From clan 3) ani,lahal, duil, abor, jaha da' il. From clan 4) suma', bail, beni. From clan 5) duka, lafuil, alelang. From clan 6) adang, beli, duka, peni. Names come from ancestors (before Christianity came in) e.g. afor beni	nan	0:No;1:Yes	
SD3_2	adan1251	Is there a concept of 'house' (uma/rumah) that equals a descent group?	0	No		nan	0:No;1:Yes	
SD3_3	adan1251	Are clans matrilineal	0	No		nan	2:???;0:No;1:Yes	
SD3_4	adan1251	Are clans, subclans or lineages ranked	1	Yes	The highest ranked clan is Kapitang Lelang: Very close to the royal family and can meet the royal family directly. Their marga = ani , abor. This village (Otvai) belongs to the Kapitang Lelang clans. They are our lords. Matu Lelang >  Ou Lelang = descendants of slaves. Their marga = abor, mule. Within each clan, the lineage of the oldest holds the rights to lead the family. The descendants of the original people are more important than the foreigners, e.g. Ow Lelang. Kapitang>tafa>matu>di'>marang. Otvai is one village. these 5 live on one side, and Ail separate. Ail lelang used to be its own people, then it was brought together as Otvai. 	nan	0:No;1:Yes	
SD3_5	adan1251	Does every clan speak their own language?	0	No		nan	0:No	
SD4_0	adan1251	Is real property (land) inherited?	1	Yes		nan	1:Yes	
SD4_1	adan1251	Did one person (lord / clan) originally own all the land?	1	Yes	The oldest child delegates the moving objects	nan	0:No;1:Yes	
SD4_1	adan1251	Did one person (lord / clan) originally own all the land?	1	Yes	Otvai was owned by a landlord. Now the people own it. 	nan	0:No;1:Yes	
SD4_2	adan1251	Are there inheritance rules?	1	Yes	Inheritance is for all, but men get more than women. The women might be given things by the parent when alive. But if not, the oldest will divide it.	nan	1:Yes	
SD4_3	adan1251	Is land inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_4	adan1251	Is land inheritance patrilineal (sons)?	1	Yes		nan	0:No;1:Yes	
SD4_5	adan1251	Is moveable property inheritance matrilineal (sister's sons; sister's younger brother)?	0	No		nan	0:No;1:Yes	
SD4_6	adan1251	Is moveable property inheritance patrilineal?	1	Yes		nan	0:No;1:Yes	
SD4_7	adan1251	Do all children inherit, sons and daughters alike?	1	Yes	Usually the eldest receives the most.	nan	0:No;1:Yes	
SD4_8	adan1251	Do all children inherit, with daughters receiving less?	1	Yes	Girls get some but men get more. 	nan	0:No;1:Yes	
SD4_9	adan1251	Can newcomers aquire land or gardens?	1	Yes	The clan heads arrange it. Foreigners can buy land and build houses. 	nan	0:No;1:Yes	
SD5_0	adan1251	At what age should young people get married?	11	25-30 men / 18-30 women	Above 25 for boys, above 18 for females. They usually find spouses before 30 (that's considered old). Youngest in the village to marry was 23 years (M), Youngest 18 (F). In the old times, men could marry (only allowed to marry) if they could hunt and build a house. For girls, if they could weave baskets and have cracks on the underside of their feet (walked a lot)	nan	13:17-30+ men / 13-25 women;10:20+ men / 20+ women;16:20-25 men / 17-18 women;18:20-30 men / 16-28 women;14:20-30 men /16-28 women;11:25-30 men / 18-30 women;17:27-28 men / 27-28 women;20:30 men / 20 women > 17-19 men / 15 women;12:30 men / 25 women;19:30+ men / 20+ women > 25 men / 20+ women ;15:30+ men / 30+ women > 17-20+ men / 16-20+ women;1:Yes	
SD5_1	adan1251	Are there marriage rules – specify in notes field	1	Yes	Satu marga tidak boleh kawin. Satu suku tidak boleh kawin. Zaman dulu orang tidak mau dengan orang ow lelang. Pendatang tidak ada tanah. Tidak mau jadi budak/hamba. Sekarang requirement: menghidupi istri (dan anak). Ibu yang penting bisa urus anak dengan baik. 	nan	1:Yes;2:Yes > no	
SD5_10	adan1251	Is there gift exchange between bride's and groom's sides?	0	No	In the city they exchange rings but this is not our culture, and not good.	nan	0:No;1:Yes	
SD5_11	adan1251	Is there bride service?	0	No	"When you come for your bride you bring 2 gong (called: buka puntu rumah) 1 gong to knock the door, 1 to open the door. If don't have the gongs to open the doors, you will be indebted for life to the bride's family. In the 60s the speaker's bride price was 13 moko and it required great effort to pay back ""Mabuk bayar selesai"""	nan	0:No;1:Yes	
SD5_12	adan1251	Transfer of residence at marriage?	1	1	You build a house first and then get married. The bride follows the husband to the new home. 	nan	1:1;4:1 / 3;2:2;3:3	
SD5_13	adan1251	Marital residence with kin?	5	5	If you don't have a house you live with groom's parents first but you must build a house. 	nan	1:1;7:1 / 3;3:3;6:3 / 5;5:5	
SD5_14	adan1251	Are traditional marriages obligatorily exogamous?	1	Yes		nan	0:No;1:Yes	
SD5_15	adan1251	If mother dies, who raises the children?	10	Father and/or his family	If father marries again, then they are raised with the stepmother.	nan	12:Father and his family.;10:Father and/or his family;11:Mother and/or her family	
SD5_2	adan1251	Does a man typically marry a woman of his mother's subclan?	1	Yes	There is this term: Istri rumah suami rumah, where your mother's older brother's child can marry your mother's child (you) hence wife of the house. This happens often here.	nan	0:No;1:Yes	
SD5_3	adan1251	Does a woman typicaly marry a man of her father’s subclan?	0	No	This is not possible at all. E.g. If Hana is the daughter of Bpk Adang (Otvai), she cannot marry in the same clan.	nan	0:No	
SD5_5	adan1251	Are there locality-based restrictions on marriage	0	No	Not in this village. In other kampung, you might not marry other villages. Taboo. 	nan	0:No;1:Yes	
SD5_6	adan1251	Was polygamy permitted	1	Yes	In the past, yes. There were more women? Now not at all (Christianity came in)	nan	0:No;1:Yes;2:yes > no	
SD5_7	adan1251	Was polyandry permitted?	0	No	No, unless the husband dies or is divorced	nan	0:No	
SD5_8	adan1251	Is bridewealth paid by the groom's side to the bride's side	1	Yes	belis' = moko. In the past, the bride price was 13 moko by the male to the female. Right now the min=1 max=3 given to the female's family.  First, the groom prepares the moko, and gives it to the bride's family. The bride's family then accepts, along with a gong, tenun ikat, and livestock (pigs, goats, cows, chickens)	nan	1:Yes	
SD5_9	adan1251	Is dowry paid by the bride's side to the groom's side	1	Yes	"balas belis' = moring. It looks like a moko but has a lower value moko. This is given to the bridegroom's family. If not/Additionally, the bride's family may give a parcel of land to the bride. That land is called ""oj avai"" (small bucket + chalk) and given to be used with her husband. This is given along with other items such as plates, rice, cloth to carry children. The message here is ""go and have children, and tell your children to come and war with me"" (this is a blessing)  "	nan	1:Yes	
SD6_0	adan1251	Are villages the typical settlement pattern?	1	Yes	Mostly permanent homes following city planning rules (e.g. do not block main roads)	nan	0:No;1:Yes;2:no > yes	
SD6_1	adan1251	Are dispersed solitary family homesteads the typical settlement pattern?	0	No	No, everyone stays here. Even the farmers stay here when their fields are far away. In the past they built small huts in the fields to stay for a night or two. 	nan	0:No;1:Yes;2:yes > no	
SD6_2	adan1251	Are settlements permanent?	1	Yes		nan	1:Yes	
SD6_3	adan1251	Are villages/hamlets centered on a group of related women	0	No		nan	0:No;1:Yes	
SD6_4	adan1251	Mean size of local communities?	6	6	1000	nan	2:2;10:4 /5;5:5;6:6	
SD6_5	adan1251	Are villages/hamlets centered on a group of related men?	1	Yes	Ail Lelang, meaning the men are related, all from the ail lelang clan.	nan	0:No;1:Yes	
SD6_6	adan1251	Are villages/hamlets (traditionally) located on hill tops?	1	Yes	600m above sea level	nan	0:No;1:Yes	
SD6_7	adan1251	Are villages/hamlets (tradtionally) located on the shore?	0	No		nan	0:No;1:Yes	
SD6_8	adan1251	Do villages have places or spaces for gatherings?	2	2	Mesbah. Usually in homes of the chief/ kepala adat. Pyramid shaped (rumah panggung). 	nan	1:1;13:1 / 2;11:1 / 2 / 3;12:1 /3;2:2;10:They do	
SD7_0	adan1251	Shape of (traditional) houses?	1	1	3 levels, there are stairs inside the hut, with a pyramid roof (4 equal sides). There is an attic to keep food, moko and grains.  	nan	1:1;2:1 / 2	
SD7_1	adan1251	Floor level of traditional houses?	2	2	Bamboo walls and floors, roof is made from alang-alang. Raised platform from the ground. 	nan	1:1;4:1 / 2;2:2;3:3	
SD7_2	adan1251	Shape of roof of traditional houses?	2	2	pyramid with pillars on it	nan	3:1 / 4;2:2;4:4	
SD7_3	adan1251	Is there an attic or loft in a traditional house?	1	Yes	Storage of e.g. corn, gading, etc.	nan	0:No;1:Yes	
SD8_0	adan1251	Do leaders come from particular lineages?	1	Yes	Each clan has one chief/ketua adat and usually it is the eldest son. Hada o' aneng 'pemilik adat' owner of the tradition instructs the Hada o' tumo' 'tua adat' chief to speak on behalf of the clan.  Hada o' tumo does not have to be the eldest son/child	nan	0:No;1:Yes	
SD8_1	adan1251	Are leaders non-hereditary?	0	No	Leadership is inherited by the descendants. If the eldest is not available or suitable there can be replacements from the 2nd child or from the eldest (woman).	nan	1:1;2:2;0:No;3:yes > no / 1	
SD8_10	adan1251	Are there groups with whom traditional relations are forbidden?	0	No		nan	0:No;1:Yes	
SD8_11	adan1251	Are there groups with whom there has been war?	1	Yes	Long time ago, there were head hunters but it ended in the 1800. A new King arrived (Bau Lolong. Alor Besar's king) and formed relations between the villages.	nan	0:No;1:Yes	
SD8_12	adan1251	Is there an opposition between people of the interior and people of the shore?	0	No	There are Adang people living in Kokar (by the sea). There is no difference. 	nan	0:No;1:Yes	
SD8_3	adan1251	Are there female community/clan leaders	0	No		nan	0:No	
SD8_4	adan1251	Are there men’s houses	1	Yes	Rumah adat belongs to men to sit and talk about adat. (women sit behind or outside)	nan	0:No;1:Yes;10:yes > no	
SD8_5	adan1251	Are there (traditional)   rulers/kings?	1	Yes	Setiap wilayah ada raja (adat) and it is passed on hereditarily. Aven Lelang (=suku raja)	nan	0:No;1:Yes	
SD8_6	adan1251	Are there slaves?	1	Yes	aho' atiting 'slave'. In traditional rituals (parties, rituals, house building) this practise can exist. But not in daily life. These were often newcomers or those whose ancestors are not known and not part of the clan and therefore have no rights. They were Abui. And in our eyes Abui was lower. They can be caught and sold, to those who want them. Hereditary.  E.g. when a couple has no children they can ask to raise a child. Speaker's grandmother practised it but not anymore.	nan	0:No;1:Yes	
SD8_7	adan1251	Is there a concept for both ruler and foreigner, stranger king?	0	No	"Foreigner will also be king ""aven"" but doesn't say if foreign or not. Just assumed. "	nan	0:No	
SD8_8	adan1251	Are there traditional relations/alliances with one or more neighbouring groups?	1	Yes	A treaty made in the 1800 dictate that 10 villages in Adang, 3 in Alor and 7 in Pura can never fight each other. The treaty was sealed in blood, and they are seen as related by blood. 	nan	0:No;1:Yes	
SD8_9	adan1251	Is there a special name for this alliance?	1	Yes	"Bel basa. ""sumpah bela baja"". adang bang hernu, pul bang itito, ail bang tou. (Adang 10 kampung, Alor 3 kampung, pura 7 kampung) cannot not fight. They swore, drinking blood on the altar. Latalah 'god' in the sky was called. If you break this oath you die (vomit blood).  "	nan	0:No;1:Yes;2:talipasa	
SD9_0	adan1251	Is namesake ritually marked, or with features reminiscent of particular kinship relations?	1	Yes	"When you are born you are immediately given a name by your father or grandparents. Your mother cannot give you a name. There are 2 names: Christian and Adang. The muslim Adang also have their version of their sarani (Christian) names. Your Adang name is given by your father or grandparents ""tua"". The informant's Adang name is Mule. Usually a baby cries incessantly and families call it several names until he stops crying when called that particular name. Other eg. Sanadi 'opa di alor kecil'"	nan	10:Given Abui name upon birth given by  parents;0:No;1:Yes	
SD9_1	adan1251	Do descent groups own sets of personal names?	1	Yes	Adang name: If you are called Lamhal you are almost certainly from the Aven Lelang clan. 	nan	0:No;1:Yes;2:yes / no	
SD9_2	adan1251	Are names taken from the father's group?	1	Yes	Sarani or adang (men's family chooses). 	nan	2:Father's group;0:No;1:Yes	
SD9_3	adan1251	Are names taken from the mother's group?	0	No		nan	0:No;1:Yes	
SD9_4	adan1251	Are there name taboos?	1	Yes	Adang names: You cannot give names of criminals (e.g. people who murdered or stole) or names associated with them. 	nan	0:No;1:Yes	
SD9_5	adan1251	Are there particular relations not to be addressed, or mentioned, by name	1	Yes	Children cannot call their superiors by their names (general principle going up)	nan	0:No;1:Yes	
SD9_6	adan1251	did your language (or a group of people defined by speaking the language) traditionally have a name, other than a locality name	0	No		nan	0:No;1:Yes	
SD9_7	adan1251	Is there a special word to refer to a foreigner?	1	Yes	nameho 'orang datang'	nan	0:No;1:Yes	
